GISJOIN,N_MeanSqfeet,N_MeanAge,N_MeanNoOfStories,N_MeanFullBathNumber,residuals,N_perc_area_flood
G24051001509001,0.239533418,0.439649207,0.528933108,0.226015627,-67795.25467,0.0
G24051001509002,0.186706824,0.485441264,0.555119925,0.172376135,-47124.48868,0.0
G24051001509003,0.306496837,0.460196984,0.56072575,0.299720841,-70729.26577,0.0
G24051001509004,0.280922146,0.433915165,0.559712338,0.257329602,-70064.50952,0.0
G24051001510001,0.159796099,0.489994221,0.623791503,0.140728187,-26171.70165,0.0
G24051001510002,0.214647951,0.441639752,0.557396168,0.206055343,-48301.07319,0.0
G24051001510003,0.379700189,0.442411164,0.45278668,0.440776921,-109905.4558,0.0
G24051001510004,0.414506775,0.419098862,0.478917039,0.534445211,-139998.2006,0.0
G24051001510005,0.419836564,0.405324006,0.485834424,0.482108961,-114556.6669,0.0
G24051001510006,0.308857524,0.419932366,0.523637706,0.372144231,-84601.74098,0.0
G24051001510007,0.249532624,0.556216615,0.540645563,0.277758927,-69765.94354,0.0
G24051001511001,0.133797526,0.532956018,0.571954502,0.112292607,-16750.81584,0.0
G24051001511002,0.145755704,0.610904441,0.552159943,0.251811154,-43007.62481,0.0
G24051001511003,0.211538969,0.548651542,0.567164732,0.193103249,-30559.48919,0.043294298
G24051001511004,0.325714693,0.499690961,0.544698322,0.338842675,-47541.02877,0.0
G24051001511005,0.262060977,0.487754068,0.585646241,0.255034634,-56932.57437,0.0
G24051001511006,0.368186357,0.457888807,0.542934666,0.353045439,-71572.63859,0.0
G24051001513005,0.115186552,0.494472663,0.552159943,0.17551563,-40355.01866,0.0
G24051001605001,0.137969964,0.496053874,0.552159943,0.098494638,-25472.36143,0.056803065
G24051001605002,0.224141489,0.450673116,0.552159943,0.125328353,-50099.27433,0.14183897
G24051001605003,0.143078785,0.428645212,0.552159943,0.046669195,-25150.4966,0.187292616
G24051001605004,0.176329752,0.47663442,0.552159943,0.133735421,-38700.30272,0.153652966
G24051001605005,0.131868884,0.471822584,0.552159943,0.161840566,-26375.79431,0.494657525
G24051001606001,0.129286936,0.430904768,0.546987989,0.040861853,-24814.33055,0.0
G24051001606002,0.137712155,0.441062783,0.552159943,0.030622768,-25704.69124,0.133029311
G24051001606003,0.114500949,0.442100985,0.552159943,0.042056196,-15391.6169,0.0
G24051001606004,0.130832996,0.419757103,0.543632376,0.053262616,-36702.47485,0.0
G24051001606005,0.108908883,0.455811779,0.542632886,0.058973359,-17303.93216,0.0
G24051001607001,0.151499309,0.496929488,0.552159943,0.105723819,-40693.56721,0.519496246
G24051001607002,0.151667112,0.483587028,0.552159943,0.040455212,-33391.89359,0.054079784
G24051001607003,0.171960871,0.450407286,0.552159943,0.128235882,-46136.92727,0.0
G24051001607004,0.12988443,0.482384876,0.552159943,0.041812578,-17525.68386,0.0
G24051001607005,0.172651124,0.411177541,0.548582836,0.084567965,-30993.80513,0.0
G24051001607006,0.167608869,0.428161869,0.550470519,0.076351727,-28796.08142,0.0
G24051001607007,0.178573086,0.413257741,0.552159943,0.061281373,-29865.25424,0.0
G24051001608011,0.098262719,0.597743015,0.552159943,0.101844645,-12565.06749,0.0
G24051001608012,0.093775539,0.578453146,0.552159943,0.086036277,-10275.81079,0.0
G24051001608013,0.112467304,0.554420998,0.552159943,0.069876398,-7183.982186,0.0
G24051001608014,0.195286539,0.482794183,0.552159943,0.171979728,-44014.6989,0.0
G24051001608021,0.125230473,0.445463914,0.552159943,0.039671514,-9451.365342,0.0
G24051001608022,0.173597454,0.461383741,0.543092657,0.181169691,-40166.89647,0.0
G24051001608023,0.118352998,0.547221129,0.552159943,0.10987075,-18133.15706,0.0
G24051001701001,0.184135588,0.433915679,0.222819436,0.228961481,12048.61037,0.0
G24051001701002,0.190063081,0.44199208,0.20298818,0.263179987,9365.381004,0.0
G24051001702002,0.702331143,0.296455285,0.074616208,0.968205498,-226343.4851,0.0
G24051001703002,0.186060845,0.905931275,0.558792495,0.415317071,-97620.366,0.0
G24051001803001,0.365727519,0.308639375,0.130479815,0.440619575,-35724.68094,0.0
G24051001803002,0.214461751,0.344270654,0.163302902,0.225013192,20963.27084,0.0
G24051001901001,0.192576029,0.410797791,0.156480849,0.041812578,4383.100182,0.0
G24051001902001,0.374722716,0.137129907,0.113297954,0.410928764,-14169.55395,0.0
G24051001903001,0.437264634,0.126810306,0.079207975,0.521998562,-47759.78289,0.0
G24051002002001,0.132363627,0.486425688,0.552159943,0.084251252,-27357.03875,0.0
G24051002002004,0.136798035,0.383701337,0.552159943,0.004967762,-18922.96766,0.276462662
G24051002002005,0.105482631,0.429662989,0.552159943,0.005508902,-9828.356512,0.139866349
G24051002005001,0.129977959,0.414294108,0.450120683,0.074792603,-22609.94345,0.0
G24051002005002,0.092696202,0.413547437,0.52949685,0.021823528,-10459.78692,0.806972672
G24051002005003,0.063754842,0.414562074,0.549545652,0.010638386,983.3024629,0.0
G24051002005004,0.092670804,0.4377513,0.511191043,0.009979629,-516.4700961,0.003758347
G24051002005005,0.090068273,0.387842311,0.502437385,0.014267909,-268.7813231,0.0
G24051002006001,0.082579588,0.470714759,0.550751259,0.030886066,-4186.984553,0.096154111
G24051002006002,0.095854641,0.432282658,0.552159943,0.03508568,-4913.973077,0.137301227
G24051002006003,0.104597548,0.505913499,0.550387981,0.073337359,-18299.40205,0.0
G24051002007011,0.124069091,0.464471656,0.552159943,0.110133668,-23329.25499,0.0
G24051002007012,0.121653414,0.495919363,0.552159943,0.095762759,-20523.07237,0.0
G24051002007013,0.077079073,0.582188568,0.552159943,0.106001244,-13435.22523,0.0
G24051002007014,0.154259367,0.451986806,0.552159943,0.146212191,-33910.67432,0.0
G24051002007015,0.166357083,0.460948085,0.552159943,0.140569159,-36071.84508,0.0
G24051002007021,0.128947524,0.455837923,0.553680783,0.081523061,-22630.57701,0.0
G24051002007022,0.125785796,0.47374515,0.554291835,0.071153301,-20290.8209,0.0
G24051002008001,0.199610395,0.417460104,0.528097662,0.141245954,-31556.87277,0.051680313
G24051002008002,0.263179687,0.37775677,0.505763514,0.21158246,-50604.58215,0.0
G24051002008003,0.12948372,0.417621466,0.549082986,0.043524182,-12818.24012,0.0
G24051002101001,0.081146999,0.309734814,0.479054482,0.18946153,20888.57111,0.0
G24051002101002,0.116381882,0.346802095,0.372641045,0.222727404,29289.1642,0.0
G24051002102001,0.100396267,0.284228692,0.529169148,0.10573089,12100.05892,0.170007447
G24051002102002,0.107733534,0.358045678,0.502945356,0.143514334,5698.63591,0.0
G24051002201001,0.198569725,0.310815201,0.310715256,0.302557295,66525.26429,0.0
G24051002201002,0.273542194,0.608466059,0.288647858,0.398695099,142891.1634,0.0
G24051002201004,0.245660691,0.356767355,0.255587393,0.357497065,182113.5402,0.0
G24051002301001,0.215352854,0.323241116,0.41147511,0.348316129,59336.51734,0.0
G24051002301002,0.213738639,0.323195633,0.252036971,0.288226946,50091.04962,0.0
G24051002302001,0.146066953,0.217466127,0.391735095,0.241358772,135077.2961,0.0
G24051002302002,0.136340741,0.256095747,0.443940906,0.297109251,91431.45432,0.0
G24051002303001,0.115014522,0.291923023,0.552159943,0.043720918,23926.37697,0.0
G24051002303002,0.102597893,0.249689536,0.483545356,0.269449261,72487.64445,0.0
G24051002401001,0.211960724,0.431274544,0.362724219,0.338926626,135749.7757,0.0
G24051002401002,0.14943439,0.340185884,0.443418056,0.312750835,104289.2161,0.0
G24051002402001,0.225287175,0.428841626,0.340122138,0.430196371,118543.9869,0.0
G24051002402002,0.148181657,0.203470804,0.455738329,0.305792734,140045.5034,0.0
G24051002403001,0.202571816,0.20928508,0.281714257,0.392674468,152247.781,0.0
G24051002403002,0.235197692,0.182664579,0.244259449,0.365423812,165160.1451,0.0
G24051002403003,0.211633689,0.198276739,0.343885417,0.376788623,139455.4255,0.0
G24051002404001,0.135531581,0.279714967,0.456923301,0.324834039,93217.56759,0.0
G24051002404003,0.145692798,0.359741819,0.513116906,0.274038404,102894.4054,0.0
G24051002501011,0.120472548,0.574506698,0.587139261,0.115982572,-13128.62566,0.171350612
G24051002501012,0.082202622,0.639993474,0.548429132,0.039453244,4559.348386,0.029419708
G24051002501021,0.08790121,0.544001052,0.552159943,0.065252185,2367.894839,0.03538069
G24051002501022,0.063254378,0.619510782,0.561016466,0.039417244,4107.041299,0.0
G24051002501031,0.083099659,0.560189425,0.554044984,0.080381128,18637.58276,0.00995816
G24051002501032,0.046182043,0.626924954,0.552159943,0.037394357,28856.14837,0.0
G24051002501033,0.080798844,0.546464631,0.614944577,0.101389272,13998.16649,0.0
G24051002501034,0.100322083,0.539287431,0.596990579,0.076162693,8654.67897,0.0
G24051002502031,0.046491872,0.641114836,0.552159943,0.068406215,-12791.01174,0.038263048
G24051002502032,0.022674231,0.610544453,0.552159943,0.0,-1185.53521,0.0
G24051002502041,0.089190333,0.842592907,0.573866476,0.044588345,-41238.96209,0.0
G24051002502042,0.0,0.565606497,0.564838095,0.003105369,-3002.830059,0.0
G24051002502051,0.238552884,0.537446286,0.714728023,0.277391027,-74696.96957,0.0
G24051002502052,0.056140596,0.669328827,0.556993381,0.006558512,2637.934106,0.0
G24051002502053,0.064555798,0.63777726,0.557615188,0.002351198,-151.4796448,0.0
G24051002502054,0.094576558,0.602343857,0.577243048,0.036492358,-12692.65708,0.267477368
G24051002502055,0.077094049,0.633131751,0.654490743,0.027239802,-20590.95449,0.0
G24051002502061,0.130976024,0.487196882,0.558402345,0.109514984,-8767.001311,0.029720242
G24051002502062,0.076736704,0.569013187,0.587372764,0.04782674,6270.116673,0.014494904
G24051002502063,0.116151313,0.548131332,0.659063165,0.130312472,-19558.69193,0.0
G24051002502072,0.06744469,0.62554286,0.557465984,0.016792124,-9623.07642,0.084747742
G24051002503011,0.102916146,0.429125191,0.552731852,0.019529569,-8996.16765,0.018746009
G24051002503012,0.092295677,0.621477202,0.555755905,0.033431978,-16772.75204,0.041297434
G24051002503031,0.054777046,0.529637675,0.552159943,0.02000419,16242.79594,0.545030929
G24051002503032,0.042597267,0.539469531,0.552159943,0.021615982,18874.03506,0.0
G24051002503033,0.122241405,0.429230035,0.569472707,0.086817109,-2537.469483,0.0
G24051002504011,0.099659822,0.511736135,0.557509211,0.13558163,-20798.74741,0.0
G24051002504012,0.147074917,0.437412792,0.602146736,0.1133055,-12991.66263,0.0
G24051002504013,0.12440855,0.48639419,0.577184069,0.163137985,-27872.35693,0.051017167
G24051002504021,0.065069266,0.542440144,0.552159943,0.188294103,-27952.6315,0.0
G24051002504022,0.087138999,0.548902302,0.552159943,0.412923096,-75317.38805,0.0
G24051002504023,0.083434947,0.579928594,0.611756786,0.178641458,-25451.66371,0.0
G24051002504024,0.091222373,0.519181069,0.555977516,0.089210411,-7388.783656,0.246323913
G24051002505002,0.215389143,0.529804996,0.552159943,0.384619788,-91067.55557,0.016181784
G24051002505003,0.125572148,0.494140749,0.572922714,0.117012226,-27115.18493,0.0
G24051002505004,0.087789495,0.557757646,0.557261906,0.230640348,-41865.14491,0.0
G24051002505005,0.046595952,0.574792063,0.581138577,0.078087921,-9400.554363,0.0
G24051002601011,0.236679299,0.441084165,0.616345929,0.274383788,-26908.39016,0.061682665
G24051002601012,0.135139254,0.561438224,0.663216625,0.133945445,-7240.273207,0.0
G24051002601013,0.16959866,0.651016815,0.738772907,0.241132178,-58038.2085,0.0
G24051002601014,0.172391277,0.57089386,0.717800113,0.182749961,-37303.02363,0.032453954
G24051002601015,0.165643616,0.487860968,0.662300501,0.188966775,-21778.27078,0.107544916
G24051002601021,0.101379832,0.655027571,0.556518861,0.057791536,-6801.397348,0.0
G24051002601022,0.102373909,0.653850528,0.554010888,0.063322082,-4373.795952,0.01690445
G24051002601023,0.14611789,0.607280015,0.736962826,0.163449629,-36592.83354,0.0
G24051002601024,0.116442426,0.585535041,0.785674448,0.126900019,-30430.65506,0.026274274
G24051002601025,0.153948523,0.50630909,0.708624784,0.192968716,-29935.30667,0.0
G24051002602011,0.162841832,0.479353472,0.623865426,0.206934184,-20717.0695,0.0
G24051002602012,0.15316821,0.564410336,0.699828079,0.211090713,-40462.80705,0.010912301
G24051002602013,0.096398649,0.509676343,0.688730215,0.140222188,-9727.157247,0.0
G24051002602014,0.200747233,0.521181505,0.678855219,0.208655994,-45758.62272,0.000587271
G24051002602021,0.079185142,0.527654232,0.582154425,0.170885738,-15354.98575,0.0
G24051002602023,0.059290148,0.633790534,0.552159943,0.03028721,7297.580331,0.0
G24051002602024,0.124247767,0.530305322,0.552159943,0.207605055,-23899.70171,0.1146629
G24051002602031,0.097148113,0.656290774,0.554608885,0.026839451,-3788.767965,0.0
G24051002602032,0.07775673,0.636183848,0.632709488,0.053147656,-6737.932536,0.0
G24051002603011,0.127787688,0.462225731,0.552159943,0.081143129,-4367.694434,0.0
G24051002603012,0.115587784,0.523755365,0.552993353,0.103718719,-8409.337373,0.0
G24051002603013,0.102449312,0.543495208,0.560489194,0.190174897,-23472.22076,0.079825906
G24051002603014,0.091717337,0.51283129,0.552159943,0.125823906,-10014.67945,0.104784677
G24051002603015,0.102716348,0.528010598,0.572762754,0.152237524,-15336.52957,0.062079281
G24051002603021,0.037593513,0.614055345,0.552159943,0.024190253,12962.55023,0.0
G24051002603022,0.024216799,0.613509405,0.552159943,0.013149817,16936.04645,0.0
G24051002603023,0.061314278,0.632120595,0.552159943,0.050616014,1770.413569,0.0
G24051002603024,0.055006234,0.596560849,0.552159943,0.095190117,367.9419256,0.0
G24051002603025,0.099910785,0.578983299,0.552159943,0.244061118,-33629.04033,0.0
G24051002603026,0.112739776,0.544157051,0.552159943,0.224095353,-31770.7298,0.0
G24051002603031,0.233959317,0.978628764,0.217879329,0.316613499,677.3768531,0.0
G24051002604021,0.151976846,0.73571161,0.504817245,0.1226867,-33028.63718,0.0
G24051002604022,0.196935258,0.851185631,0.419073984,0.280699171,32302.32208,0.00634855
G24051002604031,0.096336187,0.672728611,0.552159943,0.032838224,-2098.738708,0.0
G24051002604042,0.10526824,0.338665022,0.53506119,0.02471073,8346.345316,0.106256048
G24051002604043,0.097216783,0.382068608,0.5452012,0.107697225,1204.747636,0.038348968
G24051002605011,0.087632274,0.543347948,0.550449849,0.195491159,-4714.760484,0.0
G24051002605012,0.091402644,0.500390018,0.552159943,0.141294989,-43.9533824,0.0
G24051002605013,0.044204254,0.587819947,0.583670728,0.050389465,18466.96141,0.0
G24051002606041,0.017369439,0.626956756,0.556622968,0.014739123,11876.57087,0.0
G24051002606042,0.094832901,0.550255444,0.552159943,0.20987492,-32737.06351,0.0
G24051002606043,0.019678831,0.621721716,0.552159943,0.029878735,2110.190191,0.0
G24051002606051,0.142223358,0.586343607,0.681127828,0.144664224,-15300.03403,0.08533359
G24051002606052,0.057935485,0.608957879,0.609974745,0.061799239,-8499.5122,0.065871163
G24051002606053,0.039034258,0.607221495,0.569368726,0.023090218,6880.758461,0.0
G24051002606054,0.092169176,0.475498594,0.59651385,0.106436169,-4353.238066,0.0
G24051002606055,0.192488501,0.427211056,0.439406561,0.341103859,24415.41914,0.0
G24051002607001,0.14776914,0.523209634,0.453640892,0.260692036,-23929.76488,0.0
G24051002607002,0.141360726,0.508237875,0.477363936,0.182506649,-10559.21772,0.0
G24051002608001,0.081849677,0.413185799,0.552159943,0.080952252,4602.42333,0.0
G24051002608002,0.121364702,0.416988808,0.547211303,0.130565207,-2085.469784,0.0
G24051002609001,0.148204174,0.416402251,0.527736441,0.26785452,42829.12564,0.0
G24051002609002,0.136999485,0.413481833,0.534932535,0.246409728,69405.77965,0.0
G24051002609003,0.177512264,0.371694806,0.439683289,0.387594491,68740.36494,0.0
G24051002610001,0.075676928,0.457688911,0.552838272,0.052368082,-4348.63766,0.0
G24051002610002,0.072582185,0.462777188,0.554177733,0.04681189,-750.0836986,0.0
G24051002610003,0.152992299,0.390512558,0.543842781,0.197260559,-25345.48679,0.0
G24051002610004,0.135202287,0.334593239,0.54904456,0.296295817,-3812.415722,0.0
G24051002611001,0.164388459,0.390370077,0.51865638,0.343699855,31881.90114,0.0
G24051002611002,0.211486368,0.447464604,0.464462868,0.393980772,85250.53184,0.0
G24051002701011,0.182770059,0.471207617,0.657195138,0.226623811,-1825.431646,0.0
G24051002701012,0.166464871,0.470998594,0.539532585,0.188681339,-21938.86523,0.0
G24051002701021,0.129958671,0.559002308,0.596715459,0.143657656,-2071.832655,0.0
G24051002701022,0.114695475,0.466393141,0.667982117,0.211939641,-15251.87807,0.0
G24051002701023,0.147871506,0.478645825,0.656250174,0.228728263,-24815.7345,0.0
G24051002701024,0.145989521,0.54762393,0.607552264,0.179642002,-11582.07613,0.0
G24051002702001,0.206658694,0.462586294,0.605638815,0.205869595,-13375.25244,0.0
G24051002702002,0.250426983,0.442049289,0.632615681,0.377887799,-58215.9311,0.007570013
G24051002702003,0.234920661,0.40109408,0.601480033,0.2929626,-38129.34143,0.0
G24051002703011,0.275069067,0.440639636,0.580878209,0.308626015,-44892.76908,0.0
G24051002703012,0.178193682,0.450102023,0.681160851,0.2407666,-25003.19943,0.0
G24051002703013,0.161216957,0.488842011,0.750679081,0.263179987,-37496.33147,0.083628094
G24051002703014,0.151037029,0.515078934,0.683962014,0.229249706,-27110.39406,0.004855646
G24051002703021,0.193929449,0.457413895,0.65695757,0.315813995,-41197.08011,0.0
G24051002703022,0.163521556,0.45400723,0.643381763,0.267084314,-23442.20945,0.0
G24051002704011,0.127452442,0.57371613,0.589311889,0.133850466,-10780.17888,0.0
G24051002704012,0.113417396,0.585511082,0.608851587,0.120267729,-5000.45931,0.031649425
G24051002704013,0.159202915,0.521557486,0.617901096,0.303196273,-44344.88221,0.0
G24051002704014,0.166571225,0.530033194,0.65067421,0.314558364,-39510.12938,0.0
G24051002704021,0.154408046,0.592353598,0.700770558,0.165079397,-14871.31007,0.0
G24051002704022,0.191855829,0.496752519,0.689657055,0.245396387,-26932.90439,0.0
G24051002704023,0.244947539,0.459074534,0.65151468,0.341626838,-42720.74073,0.0
G24051002704024,0.208537224,0.500273856,0.625948396,0.281174632,-37132.55524,0.0
G24051002705011,0.184599999,0.543296476,0.726236639,0.262433708,-23278.25683,0.0
G24051002705012,0.116853066,0.527487362,0.76828965,0.234390379,-7279.721485,0.0
G24051002705013,0.117442034,0.628686859,0.600547424,0.095441261,7993.160188,0.0
G24051002705014,0.131134787,0.52698352,0.675529691,0.191858614,-2870.190637,0.0
G24051002705021,0.208002947,0.529345027,0.655645718,0.341581303,-50457.25644,0.0
G24051002705022,0.13239564,0.595029122,0.67647918,0.149026574,-13613.7014,0.0
G24051002705023,0.149138025,0.542269496,0.745470957,0.182296496,-18712.15286,0.0
G24051002705024,0.194864942,0.482525259,0.692448464,0.257107997,-23186.33134,0.0
G24051002706001,0.184154088,0.467216086,0.663312364,0.244754637,-22309.4871,0.0
G24051002706002,0.215022957,0.441440352,0.610593564,0.271634656,-29404.82299,0.0
G24051002706003,0.13036822,0.523706296,0.701229856,0.196024438,-17676.712,0.027515643
G24051002706004,0.152347657,0.469087458,0.743092008,0.224705946,-28365.70772,0.0
G24051002706005,0.093106359,0.615737639,0.885285209,0.112359589,-25993.04102,0.0
G24051002706006,0.091793142,0.621948427,0.557670063,0.03762891,13041.87371,0.0
G24051002707022,0.114083435,0.609907887,0.836077751,0.182917463,-35995.24561,0.401737873
G24051002707023,0.15588015,0.470314638,0.681365499,0.207664649,-15715.42109,0.0
G24051002707031,0.15523344,0.517902503,0.635166472,0.200688003,1052.212743,0.0
G24051002707032,0.14079114,0.504779326,0.701084664,0.208093891,6321.889727,0.0
G24051002707033,0.07434159,0.609591351,0.910602674,0.149043964,-21608.12713,0.0
G24051002708011,0.08059868,0.630341034,0.552159943,0.052658711,9665.611313,0.0
G24051002708012,0.11307845,0.622674956,0.552159943,0.051200639,2907.770436,0.0
G24051002708013,0.144892501,0.612549133,0.557571203,0.154950634,-17263.56018,0.0
G24051002708014,0.085611713,0.6158817,0.567602899,0.073105552,9704.525352,0.0
G24051002708021,0.103643688,0.621395082,0.555062944,0.041081724,10698.17581,0.0
G24051002708022,0.111148315,0.601354999,0.552159943,0.047017141,2932.946712,0.0
G24051002708023,0.148729048,0.581003168,0.552159943,0.083500394,-5411.118489,0.08310413
G24051002708024,0.133268809,0.610601739,0.552159943,0.145373817,-16802.42533,0.0
G24051002708025,0.111679616,0.60153797,0.552159943,0.063507388,3380.864353,0.0
G24051002708031,0.094084828,0.594798692,0.552159943,0.085068278,5745.008711,0.001931615
G24051002708032,0.130997612,0.603642968,0.552159943,0.065475991,-2349.502779,0.066411054
G24051002708033,0.119288752,0.603200246,0.552159943,0.062988823,5444.20443,0.0
G24051002708041,0.144726461,0.558977522,0.644485065,0.239134906,579.3121503,0.0
G24051002708042,0.143432039,0.624661567,0.546519663,0.317875708,-30873.83103,0.0
G24051002708043,0.186939566,0.514182317,0.567827388,0.289476006,-872.1346257,0.0
G24051002708044,0.140256516,0.466879042,0.742501667,0.203949442,41776.99892,0.0
G24051002708051,0.123536311,0.620908486,0.55557911,0.05052991,-530.7641098,0.0
G24051002708052,0.041016686,0.589147093,0.550369154,0.036087559,15843.8271,0.0
G24051002708053,0.16469557,0.543068332,0.573260713,0.257898767,-52563.29041,0.0
G24051002708054,0.129873884,0.512955796,0.562783267,0.138652733,-15883.23622,0.0
G24051002708055,0.166641298,0.529230439,0.537815121,0.153672352,2750.751064,0.008988151
G24051002709011,0.11683679,0.567752394,0.552159943,0.046612342,6649.135372,0.0
G24051002709012,0.127307298,0.566362567,0.552159943,0.06638827,1713.827499,0.0
G24051002709013,0.116952967,0.584232019,0.553937401,0.075566041,1531.620581,0.0
G24051002709021,0.135125993,0.610476886,0.552159943,0.084810892,-4453.068893,0.0
G24051002709022,0.122412664,0.597469581,0.552159943,0.098499653,-1228.426789,0.0
G24051002709023,0.14226203,0.620945498,0.552159943,0.135911075,-15262.54599,0.0
G24051002709031,0.144734366,0.564480554,0.549477113,0.30940898,-43720.9196,0.0
G24051002709032,0.171977024,0.54496589,0.556055987,0.204328391,28225.14529,0.0
G24051002709033,0.173125649,0.562126274,0.552159943,0.364445111,-59701.07557,0.0
G24051002710011,0.140014504,0.448839805,0.550632618,0.06009846,-16266.90101,0.0
G24051002710012,0.082379724,0.53792362,0.602962468,0.0926475,-15303.12379,0.0
G24051002710013,0.155615531,0.415631126,0.537126159,0.104363714,-19143.0323,0.0
G24051002710021,0.150585724,0.544392311,0.589119716,0.147648068,-22981.67313,0.0
G24051002710022,0.098993437,0.479595435,0.54857478,0.059795671,-2380.620285,0.0
G24051002710023,0.198560477,0.473706519,0.500507253,0.133412885,-24206.98135,0.0
G24051002710024,0.19998568,0.48270178,0.467117908,0.203707755,-47332.20521,0.011191301
G24051002710025,0.129607653,0.487450735,0.54896567,0.073750143,-22640.1495,0.0
G24051002711011,0.25367649,0.868932138,0.100153307,0.416051265,75866.69036,0.0
G24051002711013,0.17092259,0.451916287,0.646432331,0.193145771,-8241.772969,0.0
G24051002711021,1.0,0.513897731,0.410153517,1.0,142338.3475,0.043113353
G24051002711022,0.517969911,0.45633023,0.485691018,0.490994489,68006.00735,0.083528243
G24051002712001,0.397809961,0.454474221,0.471315925,0.403074812,71632.07162,0.0
G24051002712002,0.219419309,0.468174646,0.575884071,0.256757689,26090.70603,0.0
G24051002712003,0.304666509,0.498316656,0.494412373,0.41188646,114014.3015,0.0
G24051002712004,0.552914807,0.496663328,0.463458515,0.681530921,193298.1399,0.008193563
G24051002712005,0.510316689,0.554574148,0.48031708,0.612211945,194603.6524,0.0
G24051002712006,0.441429993,0.626028827,0.569329157,0.476511945,81862.86379,0.0
G24051002713001,0.55131203,0.579741556,0.571397487,0.663614781,124276.332,0.012059912
G24051002713002,0.348901226,0.356832903,0.433515537,0.359426686,105429.5414,0.0
G24051002713003,0.636335069,0.405338983,0.412190228,0.591765379,151152.85,0.006592624
G24051002714001,0.864644246,0.326420014,0.338402271,0.87575704,167203.1135,0.0
G24051002714002,0.438953364,0.3527699,0.429249701,0.467006162,112808.6457,0.0
G24051002714003,0.440623716,0.554870288,0.439451075,0.500761879,79887.38336,0.105204344
G24051002715011,0.303693705,0.494230731,0.656927191,0.392674468,54097.37257,0.302386646
G24051002715012,0.45042982,0.526995693,0.620380476,0.57209248,49250.40279,0.042460009
G24051002715013,0.40160447,0.517537089,0.53153513,0.495287354,45230.6206,0.0
G24051002715014,0.313118526,0.497400149,0.595664986,0.351764146,51044.68504,0.0
G24051002715015,0.494249923,0.791259806,0.61460797,0.600222142,5223.527188,0.0
G24051002716001,0.088898896,0.572164353,0.599463803,0.060283866,-11130.61746,0.0
G24051002716002,0.092515966,0.59313945,0.568873974,0.208410636,-31307.02402,0.0
G24051002716005,0.207859334,0.476412002,0.686326992,0.183029718,-78581.42825,0.0
G24051002717002,0.1085226,0.493300683,0.549069045,0.076422079,-17617.15209,0.0
G24051002717003,0.167666825,0.619216806,0.601745155,0.172701515,-40193.14628,0.0
G24051002717004,0.124652522,0.550503166,0.569101627,0.08131648,-21680.77936,0.0
G24051002717005,0.131961657,0.547452727,0.552159943,0.074396296,-33179.44157,0.0
G24051002718013,0.109659909,0.549755261,0.552159943,0.13083769,-26241.08035,0.0
G24051002719001,0.325229946,0.534498206,0.655793566,0.396763768,-11244.19562,0.0
G24051002719002,0.153671592,0.556750574,0.72141595,0.215833836,-45030.40959,0.0
G24051002719003,0.177247361,0.510806779,0.698554498,0.239091108,-51633.59209,0.0
G24051002719004,0.230472141,0.551797914,0.54331654,0.273075081,-57910.37999,0.0
G24051002719005,0.143142663,0.57159822,0.594503722,0.153943988,-26909.60145,0.0
G24051002720031,0.301882997,0.616901689,0.672631203,0.413158141,-16332.36674,0.0
G24051002720032,0.312831452,0.658591293,0.884269904,0.48055723,-66740.06741,0.060810772
G24051002720033,0.19711258,0.55447999,0.723653549,0.270560306,-50101.34907,0.0
G24051002720034,0.388047865,0.607154538,0.621684692,0.463948552,-59248.39018,0.0
G24051002720035,0.261799565,0.634378505,0.814808997,0.406782551,-1153.132169,0.009020802
G24051002720042,0.326083183,0.685482592,0.733705495,0.469627648,-22542.08716,0.0
G24051002720051,0.320228016,0.608549466,0.604007548,0.282263384,-4022.783985,0.0
G24051002720052,0.310210048,0.610119222,0.659913401,0.34949566,-18900.00766,0.0
G24051002720053,0.482212229,0.617380667,0.752342417,0.558683502,-22360.97507,0.0
G24051002720061,0.122719226,0.638950116,0.582307906,0.119476222,-13971.9457,0.0
G24051002720062,0.267185847,0.535377077,0.6139474,0.303606657,-56175.94516,0.0
G24051002720071,0.183062228,0.589979631,0.570157822,0.262844349,-44025.74416,0.0
G24051002720072,0.1726706,0.577982883,0.55760721,0.152960669,-17925.64928,0.0
G24051002801011,0.077271173,0.632478589,0.55524751,0.012422501,16788.46819,0.0
G24051002801012,0.112625166,0.624309349,0.783402967,0.205414027,-54635.55118,0.0
G24051002801013,0.100625543,0.542377849,0.552159943,0.067891658,-5774.456275,0.0
G24051002801022,0.301240979,0.513311793,0.538536323,0.351032383,-83199.88899,0.0
G24051002801023,0.273875872,0.474246202,0.57052701,0.319164701,-66325.66912,0.0
G24051002801024,0.142106157,0.564413032,0.652535377,0.160652307,-29190.59923,0.0
G24051002801025,0.156539237,0.540327284,0.685072362,0.172698361,-33362.36287,0.0
G24051002801026,0.217451881,0.534568224,0.575700831,0.302690682,-61088.12897,0.0
G24051002802001,0.409145835,0.447388476,0.502415804,0.42911609,-98828.62679,0.0
G24051002802002,0.204633152,0.471323024,0.671545876,0.174608132,-35953.26779,0.0
G24051002802003,0.193641811,0.493196062,0.686394873,0.273148925,-47672.64536,0.0
G24051002802004,0.194573302,0.493673692,0.631450223,0.162362039,-34862.8312,0.0
G24051002802005,0.285365324,0.458605137,0.610648729,0.300906818,-68417.08563,0.0
