GISJOIN,AJWME001
G24003308061001,1796
G24003308061002,1482
G24003308061003,899
G24003308062001,2296
G24003308062002,1613
G24003308063001,1757
G24003308063002,951
G24003308064001,1270
G24003308064002,1346
G24003308064003,850
G24003308065011,981
G24003308065012,1221
G24003308065013,3234
G24003308066011,939
G24003308066012,1215
G24003308066013,2040
G24003308066021,3185
G24003308066022,1150
G24003308066023,1206
G24003308067061,1110
G24003308067062,645
G24003308067063,1798
G24003308067081,871
G24003308067082,2092
G24003308067083,1619
G24003308067101,909
G24003308067102,2295
G24003308067103,1904
G24003308067111,765
G24003308067112,580
G24003308067113,4151
G24003308067121,1589
G24003308067122,1451
G24003308067131,2882
G24003308067132,964
G24003308067141,2607
G24003308067142,1957
G24003308068001,1714
G24003308068002,1543
G24003308068003,938
G24003308069001,2552
G24003308069002,1523
G24003308069003,1329
G24003308070001,1346
G24003308070002,1920
G24003308070003,672
G24003308070004,2966
G24003308071021,1272
G24003308071022,1230
G24003308072001,2895
G24003308072002,4650
G24003308072003,5250
G24003308072004,1142
G24003308073011,1820
G24003308073012,1752
G24003308073041,2139
G24003308073051,1586
G24003308073052,1716
G24003308074041,1573
G24003308074042,2140
G24003308074043,1781
G24003308074051,1836
G24003308074052,1632
G24003308074053,2094
G24003308074071,2783
G24003308074072,1354
G24003308074073,1738
G24003308074081,2554
G24003308074082,1769
G24003308074083,1742
G24003308074091,3581
G24003308074092,669
G24003308074101,2702
G24003308074102,1508
G24003508101001,1404
G24003508101002,1745
G24003508102001,1255
G24003508102002,1419
G24003508103001,2243
G24003508103002,2350
G24003508104001,1840
G24003508104002,3625
G24003508104003,663
G24003508105001,2610
G24003508105002,2764
G24003508106001,1496
G24003508106002,942
G24003508106003,2714
G24003508107001,2327
G24003508107002,1704
G24003508108001,2341
G24003508108002,1426
G24003508108003,2086
G24003508109011,1992
G24003508109012,3297
G24003508109021,1719
G24003508109022,1263
G24003508110001,1438
G24003508110002,2692
G24003509900000,0
G24003509901000,0
G24003509902000,0
G24003708750001,1087
G24003708750002,958
G24003708750003,4333
G24003708751001,902
G24003708751002,2026
G24003708751003,2798
G24003708752011,3829
G24003708752012,1256
G24003708752021,2097
G24003708752022,2193
G24003708752023,1833
G24003708753001,1122
G24003708753002,1120
G24003708753003,750
G24003708754001,2090
G24003708754002,2462
G24003708754003,1029
G24003708754004,839
G24003708755001,1197
G24003708755002,3300
G24003708755003,7118
G24003708756001,2808
G24003708756002,2550
G24003708756003,1225
G24003708756004,1304
G24003708756005,723
G24003708757001,1689
G24003708757002,2466
G24003708757003,3283
G24003708758011,1459
G24003708758012,93
G24003708758021,1090
G24003708758022,1869
G24003708758023,1339
G24003708759011,2256
G24003708759012,976
G24003708759013,3738
G24003708759021,3054
G24003708759022,3084
G24003708759023,2534
G24003708760011,2142
G24003708760012,1481
G24003708760013,1977
G24003708760021,1086
G24003708760022,1101
G24003708760023,5939
G24003708760024,1719
G24003708761001,2921
G24003708761002,1946
G24003708761003,1281
G24003708761004,1370
G24003708762001,719
G24003708762002,1938
G24003708762003,2668
G24003708762004,1364
G24003709900000,0
G24003909301011,2943
G24003909301012,2443
G24003909301013,1539
G24003909301021,2758
G24003909301022,1102
G24003909302001,564
G24003909302002,1115
G24003909303001,741
G24003909303002,569
G24003909303003,938
G24003909305001,614
G24003909305002,884
G24003909305003,1246
G24003909305004,992
G24003909305005,487
G24003909306001,751
G24003909306002,700
G24003909306003,1403
G24003909804001,3948
G24003909901000,0
G24004109601001,1814
G24004109601002,2283
G24004109602011,637
G24004109602012,772
G24004109602013,1865
G24004109602014,665
G24004109603001,2190
G24004109603002,1676
G24004109604001,893
G24004109604002,1162
G24004109604003,810
G24004109604004,2402
G24004109605011,2953
G24004109605012,1781
G24004109605021,743
G24004109605022,3082
G24004109606001,1737
G24004109607001,556
G24004109607002,1259
G24004109607003,1011
G24004109607004,625
G24004109608001,1203
G24004109608002,819
G24004109609001,1056
G24004109609002,621
G24004109609003,1287
G24004109609004,1309
G24004109900000,0
G24004300001001,2056
G24004300001002,1237
G24004300002001,1133
G24004300002002,1246
G24004300002003,1265
G24004300003011,1244
G24004300003012,1836
G24004300003021,807
G24004300003022,2023
G24004300004001,436
G24004300004002,611
G24004300004003,592
G24004300005001,1302
G24004300005002,1104
G24004300005003,3127
G24004300006011,1751
G24004300006012,740
G24004300006021,2292
G24004300006022,934
G24004300007001,761
G24004300007002,1448
G24004300007003,730
G24004300008001,1055
G24004300008002,1295
G24004300008003,1049
G24004300009001,1217
G24004300009002,1513
G24004300009003,1046
G24004300010011,663
G24004300010012,690
G24004300010013,2282
G24004300010014,1700
G24004300010021,836
G24004300010022,1760
G24004300010023,1331
G24004300101001,966
G24004300102001,1134
G24004300102002,810
G24004300102003,1172
G24004300102004,1172
G24004300103001,1333
G24004300103002,2989
G24004300103003,3340
G24004300104001,1281
G24004300104002,1871
G24004300104003,2790
G24004300104004,2492
G24004300105001,1715
G24004300105002,878
G24004300105003,2307
G24004300105004,1412
G24004300106001,2618
G24004300106002,851
G24004300106003,830
G24004300106004,888
G24004300107001,672
G24004300107002,2003
G24004300107003,782
G24004300108011,1741
G24004300108012,2800
G24004300108021,1840
G24004300108022,916
G24004300109001,3392
G24004300109002,1707
G24004300109003,1551
G24004300109004,1773
G24004300110001,2974
G24004300110002,0
G24004300110003,3506
G24004300111001,1378
G24004300111002,2145
G24004300111003,1029
G24004300111004,1736
G24004300112011,3091
G24004300112012,1273
G24004300112013,1650
G24004300112014,3626
G24004300112021,2528
G24004300112022,946
G24004300112023,1067
G24004300113011,1139
G24004300113012,643
G24004300113013,3176
G24004300113021,1654
G24004300113022,1153
G24004300113023,1211
G24004300114001,2789
G24004300114002,1793
G24004300114003,1311
G24004300115001,2564
G24004300115002,3026
G24004300115003,1691
G24004300115004,526
G24004300116001,2418
G24004300116002,630
G24004500001001,773
G24004500001002,2652
G24004500001003,946
G24004500001004,469
G24004500001005,1458
G24004500002001,1076
G24004500002002,666
G24004500003001,547
G24004500003002,904
G24004500004001,1069
G24004500004002,563
G24004500004003,1393
G24004500004004,862
G24004500005001,675
G24004500005002,1483
G24004500005003,1003
G24004500101011,1270
G24004500101012,1380
G24004500101013,1829
G24004500101014,597
G24004500101015,1064
G24004500101021,2448
G24004500101022,1165
G24004500102001,1739
G24004500102002,751
G24004500102003,1534
G24004500102004,584
G24004500102005,809
G24004500103001,3185
G24004500103002,919
G24004500103003,1897
G24004500103004,2318
G24004500104001,1428
G24004500104002,2837
G24004500104003,2012
G24004500104004,522
G24004500105011,3202
G24004500105012,1371
G24004500105013,883
G24004500105021,1685
G24004500105022,4966
G24004500105023,1685
G24004500105024,1328
G24004500106031,1955
G24004500106032,1641
G24004500106033,2059
G24004500106034,1376
G24004500106041,970
G24004500106042,1121
G24004500106043,1949
G24004500106044,998
G24004500106051,797
G24004500106052,961
G24004500106053,2497
G24004500106061,1644
G24004500106062,991
G24004500106063,855
G24004500106064,800
G24004500107011,904
G24004500107012,1873
G24004500107013,1620
G24004500107021,1322
G24004500107022,1479
G24004500107023,1837
G24004500107024,963
G24004500107025,862
G24004500107026,2103
G24004500108001,2210
G24004500108002,2295
G24004500108003,1021
G24004500108004,1122
G24004709500001,473
G24004709500002,1266
G24004709501001,1381
G24004709501002,727
G24004709501003,193
G24004709503001,336
G24004709503002,817
G24004709503003,1176
G24004709503004,718
G24004709504001,2406
G24004709504002,490
G24004709506001,825
G24004709506002,1051
G24004709506003,1166
G24004709507001,637
G24004709507002,1780
G24004709508001,1246
G24004709508002,803
G24004709508003,1341
G24004709508004,1515
G24004709509001,829
G24004709509002,1064
G24004709510001,1990
G24004709510002,857
G24004709510003,1892
G24004709511001,1780
G24004709511002,2390
G24004709511003,2830
G24004709512001,1438
G24004709512002,986
G24004709512003,965
G24004709513001,1074
G24004709513002,1621
G24004709514001,1005
G24004709514002,1058
G24004709514003,1322
G24004709515001,280
G24004709515002,1344
G24004709515003,527
G24004709515004,733
G24004709515005,535
G24004709515006,1076
G24004709517001,1630
G24004709517002,743
G24004709517003,806
G24004709517004,442
G24004709800001,0
G24004709900000,0
G24051000101001,1133
G24051000101002,814
G24051000101003,1075
G24051000102001,810
G24051000102002,525
G24051000102003,1128
G24051000102004,406
G24051000103001,929
G24051000103002,1642
G24051000104001,814
G24051000104002,1664
G24051000105001,958
G24051000105002,1018
G24051000201001,687
G24051000201002,1026
G24051000202001,677
G24051000202002,1158
G24051000203001,1539
G24051000203002,1074
G24051000203003,1264
G24051000301001,1406
G24051000301002,1290
G24051000302001,1237
G24051000302002,1090
G24051000401001,2146
G24051000401002,2258
G24051000402001,901
G24051000601001,606
G24051000601002,1072
G24051000601003,680
G24051000601004,616
G24051000602001,441
G24051000602002,608
G24051000602003,922
G24051000602004,848
G24051000602005,422
G24051000603001,847
G24051000603002,1018
G24051000604001,526
G24051000604002,850
G24051000701001,1240
G24051000701002,1325
G24051000702001,620
G24051000702002,547
G24051000702003,893
G24051000702004,571
G24051000702005,397
G24051000703001,533
G24051000703002,323
G24051000704001,330
G24051000704002,384
G24051000704003,832
G24051000801011,830
G24051000801012,979
G24051000801013,1550
G24051000801014,617
G24051000801021,764
G24051000801022,1341
G24051000802001,274
G24051000802002,406
G24051000802003,594
G24051000803011,276
G24051000803012,741
G24051000803013,679
G24051000803021,541
G24051000803022,507
G24051000803023,633
G24051000803024,1034
G24051000804001,717
G24051000804002,563
G24051000805001,564
G24051000805002,289
G24051000805003,626
G24051000806001,725
G24051000806002,677
G24051000806003,277
G24051000806004,440
G24051000807001,410
G24051000807002,336
G24051000808001,233
G24051000808002,1313
G24051000901001,1329
G24051000901002,748
G24051000901003,657
G24051000901004,572
G24051000901005,830
G24051000902001,1411
G24051000902002,1492
G24051000903001,429
G24051000903002,1096
G24051000903003,636
G24051000903004,2281
G24051000904001,1057
G24051000904002,727
G24051000905001,530
G24051000905002,1335
G24051000906001,1462
G24051000906002,354
G24051000906003,347
G24051000906004,954
G24051000907001,1558
G24051000907002,440
G24051000907003,757
G24051000907004,277
G24051000908001,491
G24051000908002,601
G24051000908003,439
G24051000908004,1168
G24051000908005,203
G24051000909001,562
G24051000909002,346
G24051000909003,325
G24051000909004,1233
G24051001001001,1267
G24051001001002,403
G24051001001003,196
G24051001001004,367
G24051001002001,663
G24051001002002,1239
G24051001002003,820
G24051001003001,3676
G24051001101001,1798
G24051001101002,1343
G24051001102001,2287
G24051001102002,1558
G24051001102003,1861
G24051001201001,1485
G24051001201002,833
G24051001201003,849
G24051001201004,1476
G24051001202011,1289
G24051001202012,928
G24051001202021,989
G24051001202022,563
G24051001202023,1922
G24051001202024,1829
G24051001202025,672
G24051001203001,1197
G24051001203002,837
G24051001203003,836
G24051001203004,1350
G24051001204001,839
G24051001204002,904
G24051001205001,974
G24051001205002,1301
G24051001206001,756
G24051001206002,1285
G24051001206003,650
G24051001207001,626
G24051001207002,747
G24051001207003,886
G24051001301001,413
G24051001301002,860
G24051001301003,882
G24051001301004,573
G24051001302001,876
G24051001302002,539
G24051001302003,487
G24051001302004,821
G24051001303001,797
G24051001303002,652
G24051001303003,998
G24051001304001,691
G24051001304002,761
G24051001304003,604
G24051001306001,1082
G24051001306002,719
G24051001306003,737
G24051001306004,1040
G24051001307001,724
G24051001307002,780
G24051001307003,377
G24051001307004,513
G24051001307005,1230
G24051001307006,1133
G24051001308031,522
G24051001308032,1044
G24051001308033,891
G24051001308041,1034
G24051001308042,948
G24051001308051,943
G24051001308061,1437
G24051001401001,1053
G24051001401002,971
G24051001401003,984
G24051001401004,1447
G24051001402001,1079
G24051001402002,779
G24051001402003,327
G24051001402004,282
G24051001403001,665
G24051001403002,491
G24051001403003,589
G24051001403004,608
G24051001501001,414
G24051001501002,944
G24051001501003,834
G24051001502001,979
G24051001502002,699
G24051001502003,1074
G24051001503001,630
G24051001503002,1019
G24051001503003,652
G24051001504001,727
G24051001504002,980
G24051001504003,2276
G24051001505001,719
G24051001505002,717
G24051001506001,897
G24051001506002,446
G24051001506003,297
G24051001506004,479
G24051001506005,1010
G24051001507011,343
G24051001507012,452
G24051001507013,778
G24051001507021,833
G24051001507022,962
G24051001507023,369
G24051001508001,766
G24051001508002,786
G24051001508003,1897
G24051001508004,659
G24051001508005,787
G24051001508006,307
G24051001509001,1452
G24051001509002,859
G24051001509003,615
G24051001509004,433
G24051001510001,508
G24051001510002,847
G24051001510003,512
G24051001510004,468
G24051001510005,1291
G24051001510006,541
G24051001510007,792
G24051001511001,1040
G24051001511002,1766
G24051001511003,898
G24051001511004,671
G24051001511005,668
G24051001511006,1439
G24051001512001,1669
G24051001512002,580
G24051001512003,958
G24051001512004,420
G24051001512005,752
G24051001513001,1466
G24051001513002,571
G24051001513003,369
G24051001513004,564
G24051001513005,1157
G24051001601001,169
G24051001601002,335
G24051001601003,998
G24051001601004,566
G24051001602001,1024
G24051001602002,598
G24051001602003,567
G24051001603001,562
G24051001603002,528
G24051001604001,263
G24051001604002,677
G24051001604003,565
G24051001604004,826
G24051001605001,1379
G24051001605002,903
G24051001605003,560
G24051001605004,867
G24051001605005,630
G24051001606001,718
G24051001606002,876
G24051001606003,611
G24051001606004,542
G24051001606005,656
G24051001607001,305
G24051001607002,942
G24051001607003,468
G24051001607004,832
G24051001607005,584
G24051001607006,419
G24051001607007,774
G24051001608011,1187
G24051001608012,543
G24051001608013,444
G24051001608014,766
G24051001608021,880
G24051001608022,1269
G24051001608023,1265
G24051001701001,1015
G24051001701002,619
G24051001702001,1804
G24051001702002,685
G24051001702003,482
G24051001703001,876
G24051001703002,823
G24051001801001,1069
G24051001801002,956
G24051001802001,398
G24051001802002,550
G24051001803001,553
G24051001803002,972
G24051001901001,369
G24051001901002,786
G24051001901003,976
G24051001902001,809
G24051001902002,1077
G24051001903001,431
G24051001903002,637
G24051001903003,539
G24051001903004,895
G24051002001001,710
G24051002001002,1123
G24051002002001,425
G24051002002002,386
G24051002002003,432
G24051002002004,620
G24051002002005,482
G24051002003001,333
G24051002003002,1184
G24051002004001,749
G24051002004002,875
G24051002005001,190
G24051002005002,895
G24051002005003,325
G24051002005004,501
G24051002005005,955
G24051002006001,640
G24051002006002,650
G24051002006003,1002
G24051002007011,1112
G24051002007012,1080
G24051002007013,854
G24051002007014,1201
G24051002007015,658
G24051002007021,282
G24051002007022,807
G24051002008001,750
G24051002008002,856
G24051002008003,522
G24051002101001,817
G24051002101002,1715
G24051002102001,1671
G24051002102002,1822
G24051002201001,1128
G24051002201002,2005
G24051002201003,200
G24051002201004,1002
G24051002301001,1022
G24051002301002,806
G24051002302001,820
G24051002302002,1224
G24051002303001,290
G24051002303002,1141
G24051002401001,2512
G24051002401002,777
G24051002402001,2130
G24051002402002,814
G24051002403001,883
G24051002403002,605
G24051002403003,597
G24051002404001,1119
G24051002404002,479
G24051002404003,1071
G24051002501011,1491
G24051002501012,2849
G24051002501021,1077
G24051002501022,2159
G24051002501031,1418
G24051002501032,610
G24051002501033,778
G24051002501034,605
G24051002502031,1146
G24051002502032,832
G24051002502041,1629
G24051002502042,2612
G24051002502051,31
G24051002502052,1443
G24051002502053,884
G24051002502054,903
G24051002502055,745
G24051002502061,610
G24051002502062,939
G24051002502063,667
G24051002502071,1050
G24051002502072,1258
G24051002503011,897
G24051002503012,1458
G24051002503031,667
G24051002503032,1195
G24051002503033,508
G24051002504011,1629
G24051002504012,725
G24051002504013,1251
G24051002504021,902
G24051002504022,605
G24051002504023,997
G24051002504024,1947
G24051002505001,0
G24051002505002,35
G24051002505003,1408
G24051002505004,969
G24051002505005,2005
G24051002506001,0
G24051002601011,951
G24051002601012,818
G24051002601013,1235
G24051002601014,860
G24051002601015,1133
G24051002601021,1062
G24051002601022,557
G24051002601023,766
G24051002601024,559
G24051002601025,1681
G24051002602011,1061
G24051002602012,1934
G24051002602013,599
G24051002602014,2105
G24051002602021,76
G24051002602022,2189
G24051002602023,1742
G24051002602024,1522
G24051002602031,2143
G24051002602032,984
G24051002603011,919
G24051002603012,972
G24051002603013,859
G24051002603014,990
G24051002603015,1140
G24051002603021,1138
G24051002603022,958
G24051002603023,958
G24051002603024,1734
G24051002603025,535
G24051002603026,1663
G24051002603031,912
G24051002604011,663
G24051002604012,2592
G24051002604013,455
G24051002604021,1552
G24051002604022,1686
G24051002604031,1553
G24051002604032,128
G24051002604041,0
G24051002604042,667
G24051002604043,1585
G24051002605011,2826
G24051002605012,1460
G24051002605013,1223
G24051002606041,603
G24051002606042,249
G24051002606043,638
G24051002606051,1218
G24051002606052,1613
G24051002606053,1092
G24051002606054,557
G24051002606055,141
G24051002606056,64
G24051002607001,1626
G24051002607002,1258
G24051002608001,1165
G24051002608002,1362
G24051002609001,700
G24051002609002,923
G24051002609003,1516
G24051002610001,201
G24051002610002,918
G24051002610003,797
G24051002610004,887
G24051002611001,750
G24051002611002,1042
G24051002701011,873
G24051002701012,638
G24051002701021,729
G24051002701022,1344
G24051002701023,646
G24051002701024,986
G24051002702001,625
G24051002702002,791
G24051002702003,466
G24051002703011,476
G24051002703012,951
G24051002703013,771
G24051002703014,975
G24051002703021,976
G24051002703022,940
G24051002704011,2162
G24051002704012,1376
G24051002704013,1246
G24051002704014,841
G24051002704021,716
G24051002704022,557
G24051002704023,629
G24051002704024,1709
G24051002705011,598
G24051002705012,786
G24051002705013,1022
G24051002705014,1724
G24051002705021,734
G24051002705022,1330
G24051002705023,889
G24051002705024,1308
G24051002706001,648
G24051002706002,1112
G24051002706003,714
G24051002706004,1194
G24051002706005,901
G24051002706006,411
G24051002707011,2468
G24051002707021,741
G24051002707022,624
G24051002707023,590
G24051002707031,1057
G24051002707032,900
G24051002707033,672
G24051002708011,715
G24051002708012,976
G24051002708013,1296
G24051002708014,1196
G24051002708021,1141
G24051002708022,1227
G24051002708023,1023
G24051002708024,1333
G24051002708025,481
G24051002708031,2784
G24051002708032,1841
G24051002708033,2221
G24051002708041,1176
G24051002708042,654
G24051002708043,454
G24051002708044,825
G24051002708051,1138
G24051002708052,1157
G24051002708053,778
G24051002708054,838
G24051002708055,1401
G24051002709011,1353
G24051002709012,1329
G24051002709013,1666
G24051002709021,2060
G24051002709022,2133
G24051002709023,1170
G24051002709031,2033
G24051002709032,2083
G24051002709033,694
G24051002710011,821
G24051002710012,777
G24051002710013,881
G24051002710021,1617
G24051002710022,662
G24051002710023,370
G24051002710024,683
G24051002710025,871
G24051002711011,1060
G24051002711012,51
G24051002711013,890
G24051002711021,3805
G24051002711022,700
G24051002712001,818
G24051002712002,1262
G24051002712003,683
G24051002712004,1475
G24051002712005,1013
G24051002712006,1183
G24051002713001,1178
G24051002713002,536
G24051002713003,861
G24051002714001,887
G24051002714002,1376
G24051002714003,1777
G24051002715011,576
G24051002715012,397
G24051002715013,851
G24051002715014,957
G24051002715015,1381
G24051002715031,850
G24051002716001,730
G24051002716002,518
G24051002716003,951
G24051002716004,1023
G24051002716005,461
G24051002716006,627
G24051002717001,520
G24051002717002,601
G24051002717003,1024
G24051002717004,1305
G24051002717005,768
G24051002717006,595
G24051002718011,452
G24051002718012,813
G24051002718013,1637
G24051002718021,521
G24051002718022,410
G24051002718023,466
G24051002718024,1170
G24051002719001,913
G24051002719002,593
G24051002719003,669
G24051002719004,640
G24051002719005,1000
G24051002720031,763
G24051002720032,1154
G24051002720033,1230
G24051002720034,1863
G24051002720035,1112
G24051002720041,1562
G24051002720042,2336
G24051002720051,1708
G24051002720052,557
G24051002720053,1130
G24051002720061,2615
G24051002720062,919
G24051002720071,2439
G24051002720072,826
G24051002720073,1370
G24051002801011,1458
G24051002801012,1487
G24051002801013,924
G24051002801021,431
G24051002801022,1287
G24051002801023,228
G24051002801024,1916
G24051002801025,1841
G24051002801026,474
G24051002802001,1137
G24051002802002,806
G24051002802003,372
G24051002802004,701
G24051002802005,823
G24051002802006,1121
G24051002803011,1033
G24051002803012,862
G24051002803013,1954
G24051002803021,1288
G24051002803022,1176
G24051002804011,685
G24051002804012,606
G24051002804013,700
G24051002804014,979
G24051002804015,509
G24051002804021,476
G24051002804022,1158
G24051002804031,704
G24051002804032,981
G24051002804033,2637
G24051002804034,449
G24051002804035,493
G24051002804041,2549
G24051002804042,263
G24051002805001,849
G24051002805002,534
G24051002805003,417
G24051002805004,438
