GISJOIN,TotalTransactions,MedianSalesPriceAmount,MeanSqfeet,MeanAge,MeanNoOfStories,MeanFullBathNumber,perc_fld_area,N_MeanSqfeet,N_MeanAge,N_MeanNoOfStories,N_MeanFullBathNumber,N_perc_area_flood,residuals
G24000504504002016,39,120000,1218.461538,77.43589744,1.358974359,1.435897436,0,0.08623849,0.581519239,0.87662579,-0.892983264,1,4481.846668
G24000504504002019,50,96206.5,1192.92,74.86,1.2,1.48,0,0.082205321,0.597103676,0.93126294,-0.882155689,1,-25391.53331
G24000504505011014,130,112575,1301.123077,74.04615385,1.380769231,1.484615385,0,0.099291265,0.602027526,0.869135213,-0.88102257,1,-15287.03485
G24000504505011022,33,126200,1466.606061,69.42424242,1.484848485,1.333333333,0,0.125422066,0.629990552,0.833364703,-0.918163673,1,-9192.393043
G24000504505011023,34,128660,1401.823529,71.47058824,1.294117647,1.735294118,0,0.115192498,0.617609956,0.898916088,-0.81947869,1,-26744.3281
G24000504505011029,34,149000,1569.823529,62.85294118,1.558823529,1.794117647,0,0.141720751,0.669747582,0.807940568,-0.805036985,1,-24928.00603
G24000504505012000,178,108450,1194.91573,66.80337079,1.334269663,1.365168539,0,0.082520459,0.645847088,0.885116431,-0.910347844,1,-9454.362899
G24000504505012001,30,138785.5,1310.866667,58.9,1.533333333,1.866666667,0,0.100829839,0.693663271,0.816701173,-0.787225549,1,-18948.89587
G24000504505012002,60,108950,977.8,72,1.058333333,1.283333333,0,0.048236524,0.614406961,0.979951691,-0.930439122,1,12563.03717
G24000504505012003,34,109000,1300.294118,67.02941176,1.588235294,1.382352941,0,0.099160367,0.644479517,0.797832176,-0.906128919,1,-12987.81507
G24000504505012004,57,129900,1144.280702,70.98245614,1.236842105,1.210526316,0,0.074524871,0.620563204,0.91860085,-0.948313899,1,26034.40857
G24000504505012005,59,106000,1021.830508,74.61016949,1.016949153,1.338983051,0,0.055189218,0.598615175,0.994174825,-0.916776616,1,3309.716347
G24000504505012007,81,95000,986.4320988,78.16049383,1.179012346,1.24691358,0,0.049599587,0.577135358,0.938476088,-0.939380498,1,7519.124123
G24000504505012011,55,117000,1235.163636,65.23636364,1.290909091,1.4,0,0.088875856,0.655327638,0.900018822,-0.901796407,1,-8846.660716
G24000504505013000,67,129900,1119.537313,64.26865672,1.291044776,1.358208955,0,0.070617735,0.661182361,0.899972189,-0.912056484,1,16355.09277
G24000504505013003,30,108250,1145,81.1,1.1,1.233333333,0,0.074638452,0.559351052,0.96563147,-0.942714571,1,7102.528878
G24000504505013005,116,144250,1262.775862,60.25862069,1.375,1.568965517,0,0.093235999,0.68544348,0.871118012,-0.860313855,1,4746.413132
G24000504505031005,46,83250,1116,51,2,1.173913043,0,0.070059171,0.741459061,0.6563147,-0.957302786,1,-11495.49498
G24000504505031008,48,83150,1116,51,2,1.083333333,0,0.070059171,0.741459061,0.6563147,-0.979540918,1,-6485.181338
G24000504505031010,32,85165,1116,51,2,1.0625,0,0.070059171,0.741459061,0.6563147,-0.984655689,1,-3294.8092
G24000504505032000,36,87000,1152,56.88888889,2,1.083333333,0,0.075743796,0.705830694,0.6563147,-0.979540918,1,-1567.10899
G24000504505032001,47,79900,1174.978723,57,2,1.021276596,0,0.079372281,0.705158461,0.6563147,-0.994776405,1,-7202.014009
G24000504505032005,35,108000,1152,57.94285714,2,1.085714286,0,0.075743796,0.699454081,0.6563147,-0.978956373,1,20083.82256
G24000504505032006,45,87000,1152,56.97777778,2,1.066666667,0,0.075743796,0.705292908,0.6563147,-0.983632735,1,-560.5845497
G24000504505032007,38,80500,1152,57.68421053,2,1,0,0.075743796,0.701018919,0.6563147,-1,1,-2773.065484
G24000504505032008,65,83000,1152,54.63076923,2,1.230769231,0,0.075743796,0.719492544,0.6563147,-0.943344081,1,-15567.54086
G24000504505032010,50,85750,1152,56,2,1.18,0,0.075743796,0.711208561,0.6563147,-0.955808383,1,-8933.103013
G24000504505032014,30,84900,1152,58.6,2,1.333333333,0,0.075743796,0.695478301,0.6563147,-0.918163673,1,-16496.7101
G24000504505032017,30,81525,1152,58,2,1.266666667,0,0.075743796,0.699108361,0.6563147,-0.934530938,1,-16557.54968
G24000504505033005,31,76000,1152,58,2,1.225806452,0,0.075743796,0.699108361,0.6563147,-0.944562488,1,-19777.30368
G24000504505033006,44,77250,1152,57.38636364,2,1.295454545,0,0.075743796,0.702820923,0.6563147,-0.927463255,1,-22913.89048
G24000504505041009,39,81000,1035.692308,60,2,1.102564103,0,0.057378083,0.687008161,0.6563147,-0.974819592,1,4390.23981
G24000504505041012,76,74650,1041.263158,62.5,2,1.276315789,0,0.058257755,0.671882911,0.6563147,-0.932161992,1,-10413.50306
G24000504505041019,47,98000,1024,64,2,1.14893617,0,0.055531794,0.662807761,0.6563147,-0.963434832,1,22832.34121
G24000504505042004,62,87825,1108.612903,64.37096774,2,1.161290323,0,0.068892702,0.660563369,0.6563147,-0.960401777,1,4434.842326
G24000504508001006,36,311846,2186.472222,10.52777778,2.833333333,1.972222222,0,0.239093445,0.986320052,0.369910283,-0.761310712,1,64315.44719
G24000504508001018,127,390000,2044.708661,15.08661417,2,2.622047244,0,0.21670809,0.958738636,0.6563147,-0.601772832,1,101163.2251
G24000504508002001,388,98150,1209.159794,41.64690722,1.891752577,1.203608247,0,0.084769686,0.798046207,0.693517748,-0.950012346,1,-16571.80437
G24000504508002002,48,85750,1253.666667,65.4375,1.177083333,1.166666667,0,0.0917976,0.654110743,0.939139061,-0.959081836,1,-31372.53596
G24000504508002004,45,88000,1008,59.4,2,1.155555556,0,0.053005294,0.690638221,0.6563147,-0.961809714,1,10506.96681
G24000504508002005,43,90000,1075.023256,61.76744186,1.162790698,1.11627907,0,0.063588686,0.676314961,0.94405123,-0.971452444,1,-10904.10525
G24000504508002006,56,91000,1133.035714,34,2,1.017857143,0,0.072749217,0.844310761,0.6563147,-0.995615911,1,-9177.827209
G24000504508002007,51,73900,1047.529412,61.64705882,2,1.31372549,0,0.059247235,0.677043291,0.6563147,-0.922977574,1,-14487.35471
G24000504508002009,53,165000,1485.622642,51.1509434,1.339622642,1.867924528,0,0.128424903,0.740545838,0.88327669,-0.786916733,1,-19600.19896
G24000504508002016,52,75000,1080,62.11538462,2,1.096153846,0,0.064374545,0.674209873,0.6563147,-0.976393367,1,-3757.51351
G24000504508002017,30,113000,1080,61.93333333,2,1.133333333,0,0.064374545,0.675311301,0.6563147,-0.967265469,1,32009.26185
G24000504508003006,34,84750,1029.205882,78.11764706,1.161764706,1.264705882,0,0.056353835,0.577394585,0.944403848,-0.935012328,1,-8147.612252
G24000504508003010,43,95000,1225.651163,76.1627907,1.418604651,1.279069767,0,0.087373777,0.589221662,0.856131735,-0.931485865,1,-11770.99105
G24000504508003016,44,268369,1523.636364,9.386363636,2,2.431818182,0,0.134427508,0.993225721,0.6563147,-0.648475776,1,34064.02946
G24000504509001002,187,208000,1828.481283,52.47058824,1.505347594,1.77540107,0,0.182564432,0.732561855,0.826319461,-0.809632073,1,2187.712325
G24000504509001013,40,181000,1674.75,53.25,1.5375,1.7,0,0.158289298,0.727846336,0.815269151,-0.828143713,1,-4987.947508
G24000504509001016,41,126000,1344.121951,48.04878049,1.243902439,1.463414634,0,0.106081057,0.759314234,0.916174317,-0.886227545,1,-27467.62939
G24000504509002001,159,145000,1475.836478,25.37106918,1.924528302,2,0,0.126879606,0.896516655,0.682253213,-0.754491018,1,-50537.9029
G24000504509002004,57,190000,1447.54386,37.59649123,1.780701754,1.719298246,0,0.122412025,0.822551629,0.731684283,-0.82340582,1,18372.15685
G24000504509002012,94,295590.5,1901.308511,23.81914894,1.675531915,2.436170213,0,0.194064308,0.905905927,0.767829611,-0.647407313,1,28748.72679
G24000504509002018,88,151250,1848.772727,41.35227273,1.693181818,2.227272727,0,0.185768578,0.799828776,0.761763599,-0.698693522,1,-85451.83229
G24000504509002023,31,159900,1350.193548,43.25806452,1.596774194,1.548387097,0,0.1070398,0.788298545,0.794897482,-0.865366042,1,6449.29584
G24000504509002030,204,134226,1268.058824,29.29901961,1.995098039,1.348039216,0,0.094070212,0.872752162,0.657999432,-0.914553246,1,-656.7175402
G24000504509002038,41,259900,2273.317073,49.19512195,1.634146341,2.146341463,0,0.252806792,0.752378754,0.782053224,-0.718562874,1,-7034.135196
G24000504509002047,60,157000,1782.566667,41.08333333,1.675,1.916666667,0,0.175314226,0.801455886,0.768012422,-0.7749501,1,-56734.45901
G24000504509002056,74,142489,1211.405405,21.25675676,2,2.121621622,0,0.085124282,0.921408656,0.6563147,-0.724631817,1,-36681.44896
G24000504510001004,36,362500,2683.944444,41.5,1.583333333,2.361111111,0,0.317647428,0.798935011,0.799516908,-0.665834997,1,38565.73061
G24000504510001012,46,204000,1684.065217,57.45652174,1.489130435,1.630434783,0,0.15976023,0.702396459,0.83189306,-0.845222598,1,22986.46776
G24000504510001031,36,212500,2280.722222,44.88888889,1.5,2.055555556,0,0.253976111,0.778431894,0.82815735,-0.74085163,1,-56601.97413
G24000504510002019,33,175000,2059.121212,58.66666667,1.621212121,1.818181818,0,0.218983922,0.695074961,0.786498526,-0.799129015,1,-46940.64163
G24000504511001004,31,180718,1995.548387,21.74193548,1.532258065,1.903225806,0,0.208945375,0.918473276,0.817070727,-0.778249952,1,-69923.2502
G24000504511001020,132,242199,2132.643939,24.87878788,1.75,2.121212121,0,0.230593622,0.899495006,0.742236025,-0.724732353,1,-25528.08939
G24000504511001022,30,243444,2418.733333,18.26666667,2,2.1,0,0.275768931,0.939499,0.6563147,-0.72994012,1,-48058.34161
G24000504511001023,50,225159.5,1963.76,18.82,1.98,2.12,0,0.203925789,0.936151278,0.663188406,-0.72502994,1,-25613.95833
G24000504511001024,57,287988,2253.649123,20.57894737,1.824561404,2.140350877,0,0.249701099,0.925509471,0.716610366,-0.720033617,1,6709.054894
G24000504511001034,38,155000,1747.684211,48.97368421,1.671052632,1.763157895,0,0.169806068,0.753718474,0.769369075,-0.812637882,1,-41078.71457
G24000504511001037,30,129850,1579.566667,53.46666667,1.516666667,1.866666667,0,0.143259253,0.726535481,0.822429262,-0.787225549,1,-57130.75221
G24000504511001038,52,299950,2055,48.26923077,1.538461538,1.865384615,0,0.218333157,0.757980488,0.814938685,-0.787540304,1,65883.16603
G24000504511001042,43,337738,2440.209302,26.34883721,1.953488372,2.209302326,0,0.279160121,0.89060106,0.672300063,-0.703105417,1,42932.06998
G24000504512001065,128,179950,1782.875,37.34375,1.95703125,1.859375,0.040684249,0.175362914,0.824080739,0.671082428,-0.789015719,0.959315751,-24946.63953
G24000504512001076,44,94351.5,961.1136364,73.88636364,1.045454545,1.090909091,0,0.045601643,0.602994273,0.984377941,-0.977681002,1,11438.45009
G24000504512001081,37,159900,1626.486486,40.64864865,1.864864865,1.891891892,0,0.150668187,0.804085772,0.702758659,-0.78103253,1,-33558.65603
G24000504512001082,46,101900,848.2173913,79,1,1.260869565,0,0.027774618,0.572056262,1,-0.935954179,1,22466.27716
G24000504512001085,45,84501,916.0666667,72.33333333,1.111111111,1.022222222,0,0.038488444,0.612390261,0.961812744,-0.994544245,1,10123.09072
G24000504512001087,52,175050,1659.557692,40.51923077,2,1.615384615,0,0.155890338,0.804868763,0.6563147,-0.84891755,1,-2530.853682
G24000504512002005,87,90000,973.4137931,74.67816092,1.057471264,1.057471264,0,0.047543915,0.59820382,0.980247971,-0.985890288,1,8733.655961
G24000504512002006,44,111000,987.6136364,73.88636364,1.068181818,1.272727273,0,0.049786159,0.602994273,0.976566911,-0.933043005,1,15961.47285
G24000504512002007,69,95000,974.3768116,74.66666667,1.014492754,1.101449275,0,0.047695981,0.598273362,0.995019054,-0.975093292,1,10066.28273
G24000504512002017,63,103000,1051.063492,68.20634921,1.126984127,1.285714286,0,0.059805289,0.637358928,0.956357422,-0.929854577,1,-1363.874758
G24000504512002018,37,102000,967.9459459,78.7027027,1.148648649,1.27027027,0,0.046680507,0.57385494,0.948911645,-0.933646221,1,14540.64473
G24000504512002019,53,97818,874.754717,78.73584906,1.018867925,1.226415094,0,0.031965028,0.573654401,0.993515372,-0.944413061,1,18162.41603
G24000504512002020,36,104700,1064.277778,80,1.138888889,1.25,0,0.061891907,0.566006162,0.952265931,-0.938622754,1,10221.07743
G24000504512002021,32,91000,907.6875,72.28125,1,1.0625,0,0.037165321,0.612705371,1,-0.984655689,1,12268.5
G24000504512002022,30,82250,934.7333333,76.5,1.033333333,1.066666667,0,0.041436028,0.587181512,0.988543823,-0.983632735,1,4777.300791
G24000504512002023,44,87500,898.5227273,78.90909091,1.034090909,1.136363636,0,0.035718146,0.572606271,0.988283456,-0.966521502,1,11248.10278
G24000504512002024,49,89952,945.3265306,77.46938776,1.040816327,1.142857143,0,0.04310876,0.581316619,0.985972029,-0.964927288,1,8115.856861
G24000504512002025,55,1.00E+05,887.2909091,58.23636364,1.018181818,1.145454545,0,0.033944571,0.697678338,0.993751176,-0.964289603,1,8465.574854
G24000504512002026,77,95500,1081.779221,69.74025974,1.168831169,1.103896104,0,0.064655495,0.628078616,0.941975209,-0.974492573,1,764.7585172
G24000504512002028,96,102900,984.46875,72.17708333,1.0625,1.25,0,0.049289562,0.61333559,0.978519669,-0.938622754,1,8016.226999
G24000504512002042,43,85000,905.6511628,76.62790698,1,1.325581395,0,0.036843771,0.586407662,1,-0.920066843,1,-5147.745795
G24000504513001007,114,99565.5,1141.254386,67.1754386,1.293859649,1.359649123,0,0.074046996,0.64359604,0.899004758,-0.91170291,1,-13826.10727
G24000504513001015,30,95000,897.6333333,75.83333333,1,1.1,0,0.035577705,0.591214912,1,-0.975449102,1,17726.37595
G24000504513001016,39,101000,962.8717949,77.28205128,1.115384615,1.179487179,0,0.045879267,0.582450023,0.960344004,-0.955934285,1,17229.09775
G24000504513001017,86,98752.5,1050.94186,71.38372093,1.087209302,1.186046512,0,0.059786083,0.618135511,0.970027445,-0.95432391,1,1382.48515
G24000504513001021,35,80000,986.6285714,77.68571429,1.042857143,1.085714286,0,0.049630611,0.580007822,0.98527063,-0.978956373,1,-2207.719932
G24000504513001023,32,126250,1127.71875,79,1.0625,1.25,0,0.071909635,0.572056262,0.978519669,-0.938622754,1,23241.00702
G24000504513002001,150,97750,1185.526667,71.90666667,1.206666667,1.306666667,0,0.081037867,0.614971637,0.928971705,-0.924710579,1,-15418.70285
G24000504513002004,54,85700,1144.888889,67,1.12962963,1.407407407,0,0.074620907,0.644657461,0.955448202,-0.899977822,1,-35012.657
G24000504514011003,40,79450,1118.4,63,2,1.175,0,0.070438146,0.668857861,0.6563147,-0.957035928,1,-6637.506752
G24000504514011004,46,71545,1008,62.97826087,2,1.086956522,0,0.053005294,0.668989385,0.6563147,-0.978651393,1,588.1634863
G24000504514011006,147,230000,1721.85034,25.31972789,2.734693878,1.789115646,0,0.165726737,0.896827275,0.403811214,-0.806265021,1,44162.98121
G24000504514011007,33,77000,1040.727273,54.57575758,1.939393939,1.151515152,0,0.058173135,0.71982537,0.677144112,-0.962801669,1,-8412.531717
G24000504514011009,74,76950,1091.675676,62,2,1.297297297,0,0.066218207,0.674907961,0.6563147,-0.927010843,1,-14318.1424
G24000504514012000,92,274495,1974.130435,14.61956522,3,2,0,0.205563346,0.961564329,0.3126294,-0.754491018,1,52247.77747
G24000504514012001,188,272025.5,1928.021277,14.64361702,3,2.058510638,0,0.198282421,0.961418813,0.3126294,-0.740126131,1,50746.73482
G24000504514012003,107,260990,1915.850467,15.76635514,3,2.186915888,0,0.196360574,0.954626135,0.3126294,-0.708601489,1,34425.61456
G24000504514012004,161,275990,1959.006211,12.94409938,2.360248447,2.391304348,0,0.203175136,0.971701064,0.532502604,-0.658422286,1,15604.27059
G24000504514012005,58,260079,1981.793103,13.51724138,3,2.189655172,0,0.206773329,0.968233498,0.3126294,-0.70792897,1,25603.99989
G24000504514012008,59,318097,1918.610169,14.13559322,2,2.491525424,0,0.196796348,0.964492408,0.6563147,-0.633817112,1,47542.57983
G24000504514012011,31,259930,1856.774194,15,3,2,0,0.18703206,0.95926266,0.3126294,-0.754491018,1,48787.27627
G24000504514012013,202,300660,2272.584158,14.06930693,2.183168317,2.544554455,0,0.25269106,0.964893446,0.593362442,-0.620798008,1,-933.8397082
G24000504514012014,31,341000,2270.967742,13.29032258,2,2.935483871,0,0.252435818,0.969606379,0.6563147,-0.524821325,1,12278.82302
G24000504514012016,34,305156,1970.352941,13.94117647,2,2.294117647,0,0.204966856,0.965668648,0.6563147,-0.682282494,1,40823.01357
G24000504514021001,51,113300,1636.960784,61.09803922,1.441176471,1.529411765,0.003969613,0.152322144,0.680364914,0.848374132,-0.870024657,0.996030387,-56048.09252
G24000504514021008,104,80500,987.4615385,33.06730769,1.961538462,1.163461538,0,0.049762142,0.849953642,0.669533365,-0.959868724,1,-16138.90402
G24000504514021009,40,75450,896,67.675,2,1.175,0,0.035319791,0.640573644,0.6563147,-0.957035928,1,13352.42064
G24000504514021010,35,72500,897.2857143,67.91428571,2,1,0,0.035522814,0.639125941,0.6563147,-1,1,20335.27486
G24000504514021011,37,68500,923.027027,66.18918919,2.027027027,1.027027027,0,0.039587528,0.649562948,0.647025908,-0.993364622,1,11836.39046
G24000504514021012,42,78500,1024,67.11904762,2,1,0,0.055531794,0.643937211,0.6563147,-1,1,14058.85025
G24000504514021013,42,74200,1075.52381,67.61904762,1.976190476,1.119047619,0,0.063667726,0.640912161,0.664497683,-0.97077274,1,-1939.105435
G24000504514023000,501,105000,1255.738523,31.73253493,1.967065868,1.327345309,0,0.092124759,0.858029151,0.667633677,-0.919633786,1,-26476.30179
G24000504514023006,77,89400,1214.649351,37.87012987,1.954545455,1.142857143,0,0.085636522,0.820896088,0.671936759,-0.964927288,1,-23623.55551
G24000504514023007,249,96400,1217.172691,31.70281124,1.975903614,1.321285141,0,0.086034973,0.858208982,0.664596273,-0.921121612,1,-30976.60407
G24000504514023009,42,85950,1024,65.95238095,2,1.023809524,0,0.055531794,0.650995661,0.6563147,-0.994154548,1,19296.34198
G24000504514023011,61,77000,982.0327869,66.50819672,2,1.213114754,0,0.048904908,0.64763292,0.6563147,-0.947678414,1,3949.923198
G24000504514023014,35,84900,1158.285714,35,2,1.228571429,0,0.07673635,0.838260661,0.6563147,-0.943883661,1,-28749.05043
G24000504515001002,35,71500,1108.571429,72.94285714,1.985714286,1.371428571,0,0.068886153,0.608702581,0.66122449,-0.90881095,1,-17717.32271
G24000504515001004,30,83250,1064,68.6,2,1,0,0.061848045,0.634977301,0.6563147,-1,1,16223.95875
G24000504515001006,36,85200,1080.888889,68.69444444,2,1.027777778,0,0.064514906,0.634405903,0.6563147,-0.993180306,1,15119.88965
G24000504515001007,39,85000,1065.641026,68.61538462,2,1.205128205,0,0.062107173,0.634884223,0.6563147,-0.949639183,1,6261.212274
G24000504515001009,79,81000,1075.265823,67.72151899,2,1.050632911,0,0.063626989,0.640292199,0.6563147,-0.987569165,1,9424.05857
G24000504515001010,34,70500,1076.705882,65,2,1.235294118,0,0.063854383,0.656757661,0.6563147,-0.942233181,1,-13654.5851
G24000504515001012,33,80900,1084.121212,67.03030303,2,1.090909091,0,0.06502531,0.644474125,0.6563147,-0.977681002,1,5720.243635
G24000504515001014,38,87450,1059.052632,65,2,1.289473684,0,0.061066824,0.656757661,0.6563147,-0.92893161,1,1866.471148
G24000504515001015,62,73000,1044.645161,67.08064516,2,1.064516129,0,0.058791794,0.64416955,0.6563147,-0.984160711,1,2986.749978
G24000504515001016,45,80013,1058.844444,56.42222222,2,1.288888889,0,0.06103395,0.708654074,0.6563147,-0.929075183,1,-11909.21911
G24000504515001017,33,103000,1093.818182,65.12121212,2,1.03030303,0,0.066556522,0.656024316,0.6563147,-0.992560334,1,28923.01095
G24000504515001018,36,72000,1070.222222,65.55555556,2,1.194444444,0,0.062830573,0.653396495,0.6563147,-0.952262142,1,-8838.178558
G24000504515001022,36,104000,1063.111111,64,2,1,0,0.061707683,0.662807761,0.6563147,-1,1,33628.68716
G24000504515001023,36,74750,1084.444444,63,2,1.111111111,0,0.065076351,0.668857861,0.6563147,-0.972721224,1,-4602.095565
G24000504515001024,33,83900,1124.848485,58.15151515,2,1.181818182,0,0.071456402,0.698191679,0.6563147,-0.955362003,1,-6779.135913
G24000504515001025,52,76000,1063.384615,65.13461538,2,1.057692308,0,0.061750872,0.655943225,0.6563147,-0.98583602,1,3193.937486
G24000504515001026,59,76000,1058.576271,65.40677966,2,1.101694915,0,0.060991604,0.654296604,0.6563147,-0.975032985,1,1357.543134
G24000504515001027,52,86950,1063.384615,65.96153846,2,1.211538462,0,0.061750872,0.650940257,0.6563147,-0.948065408,1,6080.36594
G24000504515001028,39,83500,1083.076923,66.92307692,2,1.333333333,0,0.06486041,0.645122854,0.6563147,-0.918163673,1,-5340.412202
G24000504515002000,30,85250,1152,58.43333333,2,1.1,0,0.075743796,0.696486651,0.6563147,-0.975449102,1,-3106.717266
G24000504515002003,31,79000,1154.580645,52,2,1.096774194,0,0.076151296,0.735408961,0.6563147,-0.976241066,1,-14205.83705
G24000504515002005,39,80000,1042.25641,48.66666667,2,1.051282051,0,0.058414595,0.755575961,0.6563147,-0.987409796,1,-2765.700122
G24000504515002006,32,91000,1058.9375,49.5625,2,1.3125,0,0.061048644,0.75015608,0.6563147,-0.923278443,1,-7373.728837
G24000504515003003,39,83786,1078.051282,67,2,1,0,0.06406683,0.644657461,0.6563147,-1,1,14272.2524
G24000504515003004,59,83000,1069.559322,64.72881356,2,1.152542373,0,0.062725896,0.658398366,0.6563147,-0.962549477,1,3971.006019
G24000504515003006,53,79900,1131.320755,64.11320755,2,1.150943396,0,0.072478414,0.662122844,0.6563147,-0.96294204,1,-5192.271289
G24000504515003009,54,205000,1788.166667,47.14814815,1.601851852,1.907407407,0,0.176198501,0.76476315,0.793152366,-0.777223331,1,-6063.054889
G24000504515003016,40,81159.5,1069.4,69,2,1.15,0,0.062700738,0.632557261,0.6563147,-0.963173653,1,5470.882359
G24000504515003020,76,73500,1068.421053,67.89473684,2,1.157894737,0,0.062546157,0.639244214,0.6563147,-0.961235424,1,-3367.233218
G24000504515003022,61,79900,1057.57377,66.09836066,2,1.131147541,0,0.060833303,0.65011247,0.6563147,-0.967802101,1,4203.58934
G24000504515003024,56,140250,1470,46.17857143,1.9375,1.589285714,0,0.12595799,0.770629186,0.677795031,-0.855325064,1,-15746.83284
G24000504516001066,36,330000,2125.666667,50.16666667,1.680555556,2.027777778,0,0.229491867,0.746500811,0.76610306,-0.747671324,1,85268.99587
G24000504516002021,74,238124.5,2154.702703,42.18918919,1.540540541,1.851351351,0,0.234076839,0.794765347,0.814224162,-0.790985596,1,-8821.152163
G24000504516002040,32,91800,974.8125,57.90625,1.03125,1.0625,0,0.047764779,0.699675558,0.989259834,-0.984655689,1,-3039.2689
G24000504516002045,46,92000,1025.26087,71.2173913,1.086956522,1.173913043,0,0.055730893,0.619141822,0.970114322,-0.957302786,1,-2447.834105
G24000504517011014,64,371162.5,2105.421875,29.1875,2.203125,2.046875,0.011230146,0.226295087,0.873426867,0.586503623,-0.742982784,0.988769854,125181.5136
G24000504517011020,39,277167,2255.717949,38.58974359,1.730769231,2.41025641,0,0.25002778,0.816542353,0.748845358,-0.653769384,1,-8487.480789
G24000504517011021,66,275000,2624.848485,39.65151515,1.659090909,2.136363636,0,0.308315805,0.810118529,0.773480143,-0.72101252,1,-30263.32707
G24000504517011026,372,313395,2063.766129,14.95967742,2.325268817,2.27688172,0,0.219717384,0.959506616,0.544524589,-0.686514069,1,50420.65667
G24000504517011036,34,467191.5,2633.941176,31.85294118,1.764705882,2.294117647,0,0.309751598,0.857300681,0.737181829,-0.682282494,1,149055.0582
G24000504517011041,38,484689.5,3056.105263,12.78947368,1.973684211,2.605263158,0,0.376413954,0.972636565,0.66535905,-0.605893476,1,101163.698
G24000504517011043,110,352532.5,2285.381818,23.64545455,1.809090909,2.245454545,0,0.254711891,0.906956796,0.721927348,-0.694229722,1,64290.61303
G24000504517012000,80,165000,1616.375,43.825,1.2875,1.7375,0.00401626,0.14907152,0.784868528,0.901190476,-0.818937126,0.99598374,-30951.07979
G24000504517012019,274,161003.5,1912.99635,19.21167883,2.614963504,2.083941606,0,0.195909891,0.933781582,0.444960783,-0.7338826,1,-66676.14448
G24000504517012027,178,184676,1727.52809,22.66292135,1.907303371,2.078651685,0,0.16662329,0.91290122,0.688173169,-0.735181323,1,-40961.07074
G24000504517021003,82,162450,1648.609756,40.7804878,1.609756098,1.548780488,0.029174736,0.15416159,0.803288131,0.790435793,-0.865269461,0.970825264,-19141.75691
G24000504517021006,113,171000,1719.610619,32.3539823,1.831858407,2.097345133,0,0.165373071,0.854269332,0.714102494,-0.730591914,1,-49652.74739
G24000504517022002,61,239900,1956.606557,53.45901639,1.43442623,1.918032787,0,0.202796216,0.726581766,0.850694091,-0.774614705,1,13166.32651
G24000504517022010,40,206500,1967.575,48.375,1.5625,1.7,0,0.204528202,0.757340573,0.806677019,-0.828143713,1,-9487.177416
G24000504518011000,47,275000,2249.787234,41.31914894,1.712765957,2.212765957,0,0.249091283,0.800029178,0.755032818,-0.702255064,1,2611.791022
G24000504518011004,46,164306.5,1482.826087,37.15217391,1.5,1.869565217,0,0.127983309,0.825239793,0.82815735,-0.786513929,1,-26495.00996
G24000504518011007,32,135500,1758.375,47.5,1.421875,1.5625,0,0.17149421,0.762634411,0.855007764,-0.861901198,1,-57654.71222
G24000504518011008,30,166500,1657.366667,40.9,1.633333333,1.833333333,0,0.155544361,0.802565071,0.782332643,-0.795409182,1,-32180.89012
G24000504518012006,178,156250,1772.696629,37.34831461,1.865168539,1.646067416,0.012691153,0.173755685,0.824053122,0.702654291,-0.841384646,0.987308847,-38874.89111
G24000504518012017,32,106250,1593.40625,59.65625,1.5,1.375,0,0.14544461,0.689087883,0.82815735,-0.907934132,1,-50078.77392
G24000504518012022,32,137500,1661.375,45.09375,1.609375,1.8125,0,0.156177302,0.777192464,0.79056677,-0.800523952,1,-57857.54557
G24000504518013000,51,190000,1631.176471,33.31372549,2,1.411764706,0,0.151408765,0.84846279,0.6563147,-0.898908066,1,21155.42412
G24000504518013003,135,148500,1638.355556,35.84444444,1.885185185,1.592592593,0,0.152542388,0.833151687,0.695774864,-0.854513196,1,-32231.79675
G24000504518013006,61,145000,1722.803279,31.98360656,2,1.475409836,0,0.165877212,0.856510143,0.6563147,-0.883282615,1,-36874.92839
G24000504518013013,67,143500,1513.492537,49.47761194,1.71641791,1.641791045,0.041496114,0.132825734,0.750669661,0.753777695,-0.842434534,0.958503886,-21312.28814
G24000504518014004,120,103268,1292.366667,26.875,2,2.116666667,0,0.097908573,0.887417723,0.6563147,-0.725848303,1,-78902.21205
G24000504518014005,71,109850,1251.380282,26.36619718,2,1.985915493,0,0.091436566,0.890496031,0.6563147,-0.757948891,1,-61543.36655
G24000504518021013,81,196000,1768.641975,24.33333333,2,2.271604938,0,0.17311543,0.90279506,0.6563147,-0.687809566,1,-40721.04009
G24000504518021014,68,225978.5,1850.470588,22.97058824,2,2.147058824,0,0.186036681,0.911039804,0.6563147,-0.718386756,1,-12276.39171
G24000504518021017,49,280000,2176.489796,36.44897959,1.602040816,2.224489796,0,0.237517158,0.829494189,0.793087421,-0.699376757,1,7275.125498
G24000504518021022,53,195100,2064.773585,24.56603774,1.858490566,1.943396226,0,0.219876468,0.901387175,0.704949412,-0.768387753,1,-53821.37119
G24000504518021024,123,242400,2270.268293,27.74796748,1.723577236,1.902439024,0,0.25232537,0.882136182,0.751317141,-0.778443114,1,-24206.03474
G24000504518021028,38,246500,2112.973684,46.94736842,1.5,1.605263158,0,0.227487565,0.765977887,0.82815735,-0.851402458,1,19803.80539
