GISJOIN,TotalTransactions,MedianSalesPriceAmount,MeanSqfeet,MeanAge,MeanNoOfStories,MeanFullBathNumber,perc_fld_area,N_MeanSqfeet,N_MeanAge,N_MeanNoOfStories,N_MeanFullBathNumber,N_perc_area_flood,residuals
G24000504204022002,38,133500,1348.447368,76.05263158,1.592105263,1.447368421,0,0.106764067,0.589888135,0.796502125,-0.890167034,1,10224.89099
G24000504204022003,49,71000,1018.77551,67.20408163,2,1.040816327,0,0.054706814,0.643422747,0.6563147,-0.989979225,1,4801.169028
G24000504204022007,53,91080,1142.490566,62.83018868,2,1.094339623,0,0.074242197,0.669885237,0.6563147,-0.976838775,1,7195.344798
G24000504204022011,37,81000,1024,67,2,1.27027027,0,0.055531794,0.644657461,0.6563147,-0.933646221,1,1222.082757
G24000504204022012,43,85000,1152,60.74418605,2,1.162790698,0,0.075743796,0.682505761,0.6563147,-0.960033422,1,-5177.531759
G24000504204022013,53,90000,1119.54717,62.39622642,2,1.150943396,0,0.070619291,0.672510752,0.6563147,-0.96294204,1,4714.096499
G24000504204022014,57,72900,927.4385965,66.98245614,2,1.035087719,0,0.040284143,0.644763603,0.6563147,-0.99138565,1,15281.13655
G24000504204022015,36,1.00E+05,1212.111111,75,1.527777778,1.472222222,0,0.085235718,0.596256662,0.818610536,-0.884065203,1,-14520.17377
G24000504205001003,43,80500,1015.813953,63.76744186,2,1.139534884,0,0.054239166,0.664214761,0.6563147,-0.965742933,1,6444.284089
G24000504205001004,44,85000,1090.045455,66,2,1.022727273,0,0.065960785,0.650707561,0.6563147,-0.99442025,1,12353.03203
G24000504205001005,53,84900,929.6603774,66,2,1.075471698,0,0.040634976,0.650707561,0.6563147,-0.98147102,1,24065.9156
G24000504205001006,56,76500,896,65.92857143,2,1.107142857,0,0.035319791,0.651139711,0.6563147,-0.973695466,1,16929.59775
G24000504205001007,50,74950,900.48,67,2,1,0,0.036027212,0.644657461,0.6563147,-1,1,21809.55044
G24000504205001008,34,73500,896,67.08823529,2,1,0,0.035319791,0.644123629,0.6563147,-1,1,20838.37714
G24000504205001009,38,81000,951.5789474,68,2,1.105263158,0,0.044096056,0.638607361,0.6563147,-0.974156949,1,17954.20307
G24000504205001010,36,90500,910.2222222,68,2,1.055555556,0,0.037565569,0.638607361,0.6563147,-0.986360612,1,34071.97531
G24000504205001014,34,79600,954.2352941,65.26470588,2,1.058823529,0,0.044515509,0.655156164,0.6563147,-0.985558295,1,16891.36131
G24000504205001015,46,97000,1080,65,2,1.130434783,0,0.064374545,0.656757661,0.6563147,-0.967977089,1,18457.61408
G24000504205001016,32,79950,1028.25,65,2,1.125,0,0.056202896,0.656757661,0.6563147,-0.969311377,1,6485.940144
G24000504205001020,55,73469,900.0727273,67,2,1.145454545,0,0.035962901,0.644657461,0.6563147,-0.964289603,1,12159.86923
G24000504205001021,50,81983.5,916.48,68,2,1.18,0,0.038553712,0.638607361,0.6563147,-0.955808383,1,17957.57543
G24000504205001022,48,97000,958.0833333,67.97916667,2,1.291666667,0,0.045123139,0.638733405,0.6563147,-0.928393214,1,22822.44434
G24000504205001023,34,69950,918.5882353,67,2,1.176470588,0,0.038886615,0.644657461,0.6563147,-0.956674886,1,5183.752735
G24000504205001027,33,87000,991.5151515,66.78787879,2,1.060606061,0,0.050402233,0.645940816,0.6563147,-0.985120668,1,21888.17556
G24000504205001032,55,90000,1025.018182,67.4,2,1.109090909,0,0.055692571,0.642237421,0.6563147,-0.973217202,1,19519.61471
G24000504205001033,35,82500,978.5142857,68,2,1.285714286,0,0.048349314,0.638607361,0.6563147,-0.929854577,1,6789.91199
G24000504205002002,58,102950,1257.948276,80.31034483,1.715517241,1.362068966,0,0.092473693,0.564128544,0.754087242,-0.911108817,1,-869.1814625
G24000504205002003,47,83722,1032.93617,68.87234043,2,1.234042553,0,0.056942871,0.633329615,0.6563147,-0.942540451,1,6558.98511
G24000504205002007,38,109000,1095.894737,82.71052632,1.263157895,1.289473684,0,0.066884424,0.549607206,0.9095565,-0.92893161,1,14546.60835
G24000504205002015,32,100250,1024,68.96875,2,1,0,0.055531794,0.632746327,0.6563147,-1,1,37186.97233
G24000504205002021,41,90000,1163.341463,82.46341463,1.43902439,1.219512195,0,0.077534684,0.551102257,0.849113771,-0.946107784,1,-2453.874134
G24000504205002026,123,119500,1271.739837,27.47154472,1.991869919,1.853658537,0,0.094651467,0.883808568,0.659108889,-0.790419162,1,-45691.44022
G24000504205002027,68,120275,1283,24,2,1.823529412,0,0.096429518,0.90481176,0.6563147,-0.797816132,1,-46635.38414
G24000504206001006,41,119900,1263.682927,66.07317073,1.646341463,1.585365854,0,0.093379231,0.650264871,0.77786194,-0.856287425,1,-9405.884591
G24000504206001007,42,121450,1311.428571,80.16666667,1.476190476,1.523809524,0,0.100918567,0.564997812,0.836340333,-0.871400057,1,-2595.917963
G24000504206001016,42,125400,1307,62.47619048,1.44047619,1.785714286,0,0.100219268,0.672026961,0.848614808,-0.807100086,1,-27098.80875
G24000504206001019,61,74900,1081.57377,69.55737705,2,1.31147541,0,0.064623053,0.629185075,0.6563147,-0.923529989,1,-10605.94664
G24000504206001022,66,83000,1179.636364,66.01515152,2,1.363636364,0,0.080107751,0.650615893,0.6563147,-0.910724007,1,-17129.94188
G24000504206001023,38,81950,1095.078947,68.34210526,1.973684211,1.289473684,0,0.066755605,0.63653759,0.66535905,-0.92893161,1,-5132.080482
G24000504206001025,49,82900,1190.530612,66.55102041,2,1.551020408,0,0.081828022,0.647373833,0.6563147,-0.864719541,1,-28407.02459
G24000504206001026,38,79400,1035.789474,63.21052632,2,1.368421053,0,0.057393426,0.667584156,0.6563147,-0.909549322,1,-9825.795533
G24000504206001027,46,92000,1036.521739,62.34782609,2,1.108695652,0,0.057509055,0.672803579,0.6563147,-0.973314241,1,16717.08108
G24000504206001029,49,66900,1235.020408,59.6122449,1.897959184,1.551020408,0,0.088853239,0.689354118,0.691384628,-0.864719541,1,-56264.25013
G24000504206001032,60,79900,1031.466667,65.83333333,2,1.166666667,0,0.056710827,0.651715911,0.6563147,-0.959081836,1,4409.47259
G24000504206002000,53,76000,1024,67.41509434,2,1.018867925,0,0.055531794,0.642146099,0.6563147,-0.995367755,1,10714.9321
G24000504206002001,32,97250,1032,68,2,1.09375,0,0.056795044,0.638607361,0.6563147,-0.976983533,1,27438.3746
G24000504206002004,61,80000,1029.245902,68,2,1.114754098,0,0.056360155,0.638607361,0.6563147,-0.971826838,1,9257.31515
G24000504206002006,83,79900,1024,68,2,1.228915663,0,0.055531794,0.638607361,0.6563147,-0.943799149,1,3200.272043
G24000504206002007,66,73750,1026.727273,67.3030303,2,1,0,0.055962447,0.642824098,0.6563147,-1,1,9194.453311
G24000504206002008,59,77000,1024,66.86440678,2,1,0,0.055531794,0.645477814,0.6563147,-1,1,12369.12991
G24000504206002009,42,79400,1034,66.71428571,2,1,0,0.057110857,0.646386061,0.6563147,-1,1,13735.21307
G24000504206003019,38,122450,1232.815789,62.28947368,1.434210526,1.368421053,0,0.088505116,0.673156617,0.850768225,-0.909549322,1,36.42485548
G24000504206003023,44,77000,1029.818182,67,2,1.295454545,0,0.056450521,0.644657461,0.6563147,-0.927463255,1,-4735.236749
G24000504206003032,31,90000,1033.290323,67.06451613,2,1.35483871,0,0.056998794,0.644267132,0.6563147,-0.91288391,1,4642.348071
G24000504206003033,32,73600,1053.5,63.75,1.9375,1.0625,0,0.060190029,0.664320286,0.677795031,-0.984655689,1,-1180.928133
G24000504206003035,40,85000,1024,66,2,1,0,0.055531794,0.650707561,0.6563147,-1,1,19725.10303
G24000504207011001,98,175500,1498.581633,62.63265306,1.418367347,1.673469388,0,0.130471209,0.671080347,0.856213293,-0.834657216,1,11225.10105
G24000504207011008,101,81000,942.0594059,68.36633663,2,1.128712871,0,0.04259286,0.636390988,0.6563147,-0.968399834,1,17781.92717
G24000504207011044,32,129950,1225.375,66.96875,1.140625,1.375,0,0.087330169,0.644846527,0.951669255,-0.907934132,1,3899.611129
G24000504207011047,36,78000,931.5555556,68,2,1.111111111,0,0.040934237,0.638607361,0.6563147,-0.972721224,1,16470.569
G24000504207011048,51,75000,928.627451,68.19607843,2,1.058823529,0,0.04047187,0.637421067,0.6563147,-0.985558295,1,16836.60244
G24000504207011049,38,81000,957.0526316,69,2,1.078947368,0,0.044960385,0.632557261,0.6563147,-0.980617712,1,19679.22291
G24000504207011060,30,110000,929.6,68.96666667,2,1.133333333,0,0.040625442,0.632758931,0.6563147,-0.967265469,1,48117.37014
G24000504207021006,34,1.00E+05,1035.352941,68,2,1.147058824,0,0.057324494,0.638607361,0.6563147,-0.963895738,1,26871.6404
G24000504207021007,38,92142.5,1033.263158,67.94736842,2,1.263157895,0,0.056994505,0.638925788,0.6563147,-0.935392373,1,12617.5582
G24000504207021011,37,130000,1339.486486,68.18918919,1.608108108,1.324324324,0,0.105349088,0.637462748,0.791002182,-0.920375465,1,9039.802254
G24000504207021012,46,116500,1518.086957,69.32608696,1.576086957,1.413043478,0,0.133551222,0.630584403,0.802007381,-0.898594116,1,-25897.95331
G24000504207021014,33,122000,1231.484848,69.78787879,1.5,1.272727273,0,0.088294952,0.627790516,0.82815735,-0.933043005,1,12361.46371
G24000504207021015,30,106000,1248.6,73.53333333,1.5,1.166666667,0,0.090997542,0.605130142,0.82815735,-0.959081836,1,3557.594875
G24000504207021016,36,104500,1183.777778,74.94444444,1.319444444,1.305555556,0,0.080761707,0.596592778,0.89021164,-0.924983367,1,-3324.216078
G24000504207021020,42,106000,1556.761905,84.61904762,1.571428571,1.642857143,0,0.139658239,0.538060462,0.8036084,-0.842172797,1,-41653.63593
G24000504207021028,36,142750,1305.5,81.5,1.5,1.472222222,0,0.099982409,0.556931012,0.82815735,-0.884065203,1,23757.8014
G24000504207021036,38,109000,1191.368421,80.26315789,1.342105263,1.131578947,0,0.081960317,0.56441403,0.88242345,-0.967696187,1,14828.08913
G24000504207021038,66,122540,1184.681818,78.81818182,1.409090909,1.181818182,0,0.08090446,0.57315628,0.859401468,-0.955362003,1,26770.7609
G24000504207021040,39,131000,1125.230769,74.56410256,1.41025641,1.205128205,0,0.071516767,0.598893885,0.859000902,-0.949639183,1,36257.4797
G24000504208001002,60,97000,1030.933333,67.76666667,2,1.183333333,0,0.056626611,0.640019051,0.6563147,-0.95499002,1,22058.78327
G24000504208001004,33,125000,1211.939394,78.66666667,1.424242424,1.363636364,0,0.085208602,0.574072962,0.854194115,-0.910724007,1,16730.6105
G24000504208001018,34,75450,943.2941176,68,2,1.029411765,0,0.042787829,0.638607361,0.6563147,-0.992779148,1,17447.49505
G24000504208001021,44,76120,901.8181818,68.65909091,2,1,0,0.036238519,0.634619795,0.6563147,-1,1,24092.26771
G24000504208002001,64,85250.5,960,72.75,1.3125,1.09375,0,0.045425793,0.609869386,0.892598344,-0.976983533,1,8198.845637
G24000504208002003,67,92700,1018.298507,67.34328358,2,1.134328358,0,0.054631492,0.642580561,0.6563147,-0.967021182,1,21373.11553
G24000504208002018,35,144900,1462.514286,67.65714286,1.485714286,1.457142857,0,0.124775949,0.640681681,0.83306714,-0.887767322,1,1605.184544
G24000504208002019,36,176500,1619.75,57.69444444,1.583333333,1.555555556,0,0.149604454,0.700957003,0.799516908,-0.863606121,1,8205.209966
G24000504208002020,51,165000,1648.431373,67.74509804,1.637254902,1.705882353,0,0.154133422,0.640149544,0.780984858,-0.826699542,1,-5566.169425
G24000504208003003,36,79000,1187.638889,91.13888889,1.805555556,1.194444444,0,0.0813714,0.49861477,0.723142397,-0.952262142,1,1469.795433
G24000504208003028,101,102900,1265.366337,37.3960396,1.95049505,1.762376238,0,0.093645052,0.823764381,0.673328824,-0.812829786,1,-50207.79384
G24000504209001000,91,94000,1577.340659,53.53846154,2,1.538461538,0,0.142907753,0.726101115,0.6563147,-0.867802856,1,-61960.05291
G24000504209001004,50,75000,1203.52,78,2,1.24,0,0.083879127,0.578106362,0.6563147,-0.941077844,1,-11427.55873
G24000504209001011,36,97500,1242.166667,87.91666667,1.666666667,1.305555556,0,0.089981678,0.518109537,0.770876467,-0.924983367,1,2753.816437
G24000504209001022,31,75792,1101.677419,78,2,1.35483871,0,0.067797545,0.578106362,0.6563147,-0.91288391,1,-7723.924291
G24000504209001023,35,282180,2234.628571,9,2,2.2,0,0.246697635,0.99556326,0.6563147,-0.705389222,1,-4892.534496
G24000504209002023,51,74900,923.5686275,100,2,1.392156863,0,0.039673051,0.445004162,0.6563147,-0.903721968,1,22092.64113
G24000504209002029,31,1.00E+05,972.2258065,101,2,1.35483871,0,0.047356324,0.438954062,0.6563147,-0.91288391,1,45556.57448
G24000504209002032,56,81124.5,956.0714286,100.4821429,2,1.089285714,0,0.044805447,0.44208715,0.6563147,-0.978079555,1,42766.72222
G24000504209002033,42,71500,875.4285714,100.2380952,2,1.023809524,0,0.032071434,0.443563662,0.6563147,-0.994154548,1,44090.24923
G24000504209002034,54,68000,930.1851852,99.98148148,2,1.222222222,0,0.040717846,0.445116201,0.6563147,-0.945442448,1,24156.10081
G24000504209002035,36,79500,924.3333333,99.94444444,2,1.194444444,0,0.039793802,0.445340279,0.6563147,-0.952262142,1,37735.25032
G24000504209002036,40,72000,910,101.9,2,1.2,0,0.037530479,0.433508972,0.6563147,-0.950898204,1,32700.4381
G24000504209002037,44,71750,965.7272727,101.6818182,2,1.25,0,0.046330165,0.434828994,0.6563147,-0.938622754,1,24328.5492
G24000504209002038,32,74750,980.5625,95.75,2,1.21875,0,0.04867274,0.470717087,0.6563147,-0.94629491,1,23304.19167
G24000504209003008,37,85000,1042.594595,101,2,1.243243243,0,0.058467997,0.438954062,0.6563147,-0.940281599,1,30364.06413
G24000504209003010,33,75000,895.1515152,101.0909091,1.96969697,1.121212121,0,0.03518581,0.438404053,0.666729406,-0.970241336,1,40144.06899
G24000504210001015,31,53500,1038.483871,90,2,1.064516129,0,0.057818888,0.505505162,0.6563147,-0.984160711,1,1130.945155
G24000504210001016,42,72400,1151.738095,92,2,1.69047619,0,0.07570244,0.493404962,0.6563147,-0.830481893,1,-24237.10349
G24000504210001018,44,56000,1014.590909,97.79545455,1.943181818,1.045454545,0,0.054046039,0.458341883,0.675842274,-0.988840501,1,11277.96669
G24000504210001019,37,55000,1295.891892,101.3513514,1.972972973,1.054054054,0,0.098465228,0.436828351,0.665603492,-0.986729244,1,-12741.00485
G24000504210001020,59,52000,975.5932203,102,2,1.084745763,0,0.04788806,0.432903962,0.6563147,-0.979194154,1,13229.19317
G24000504210001021,57,50000,909.245614,102.8245614,2,1.052631579,0,0.037411357,0.427915283,0.6563147,-0.987078475,1,19773.05416
G24000504210001024,30,52250,989.4666667,102,2,1.166666667,0,0.050078764,0.432903962,0.6563147,-0.959081836,1,7578.163337
G24000504210001033,44,62000,1364.636364,102.5454545,1.977272727,1.25,0,0.109320411,0.429603908,0.664125729,-0.938622754,1,-22135.96881
G24000504210001040,52,73000,1135.769231,83.69230769,2,1.519230769,0,0.073180856,0.543667331,0.6563147,-0.872524182,1,-18693.01538
G24000504211011003,64,69950,1299.65625,77,2,2.15625,0,0.099059644,0.584156462,0.6563147,-0.71613024,1,-77779.902
G24000504211011007,72,61149.5,1302.75,76.93055556,2,2.041666667,0,0.099548166,0.584576607,0.6563147,-0.744261477,1,-80452.85998
G24000504211011008,88,69000,1291.25,76.5,2,2.147727273,0,0.097732244,0.587181512,0.6563147,-0.718222646,1,-77846.47902
G24000504211011009,67,70000,1296.716418,77,2,2.28358209,0,0.098595426,0.584156462,0.6563147,-0.684869068,1,-84642.63353
G24000504211011010,70,73200,1276.857143,77,2,2.128571429,0,0.095459522,0.584156462,0.6563147,-0.722925577,1,-70866.10109
G24000504211011011,84,79900,1379.440476,77.25,2,1.94047619,0,0.111658073,0.582643937,0.6563147,-0.769104648,1,-62826.79861
G24000504211011014,39,97500,1289.461538,72.74358974,1.538461538,1.179487179,0,0.097449835,0.609908169,0.814938685,-0.955934285,1,-9047.397091
G24000504211011015,30,127400,1332.233333,60.36666667,1.533333333,1.466666667,0,0.10420377,0.684789791,0.816701173,-0.885429142,1,-8644.663933
G24000504211011016,33,116900,1272.909091,71.84848485,1.515151515,1.151515152,0,0.0948361,0.615323643,0.822949997,-0.962801669,1,12199.51335
G24000504211011019,35,119500,1171.885714,77.97142857,1.985714286,1.314285714,0,0.078883875,0.578279222,0.66122449,-0.922840034,1,31415.08166
G24000504211012031,30,121000,1210.833333,87.03333333,1.483333333,1.3,0,0.085033948,0.523453792,0.833885438,-0.926347305,1,24153.49268
G24000504211012040,55,74900,1185.709091,86.10909091,1.963636364,1.563636364,0,0.081066673,0.529045551,0.668812347,-0.86162221,1,-23023.73615
G24000504211012044,55,70000,1180,91,2,1.127272727,0,0.080165172,0.499455062,0.6563147,-0.968753402,1,1786.638697
G24000504211012046,36,67500,1181.222222,83.77777778,2,1.277777778,0,0.080358168,0.543150228,0.6563147,-0.931803061,1,-14698.15372
G24000504211021001,64,136450,1329.453125,69.53125,1.5234375,1.34375,0,0.103764757,0.629343146,0.820102226,-0.915606287,1,14173.753
G24000504211021002,72,102384,1324.944444,69.18055556,1.527777778,1.388888889,0,0.103052808,0.631464882,0.818610536,-0.904524285,1,-22174.47871
G24000504211021004,38,91350,929.6842105,70,2,1,0,0.040638739,0.626507161,0.6563147,-1,1,37751.87277
G24000504211021005,36,76450,944.5,70,2,1.055555556,0,0.042978245,0.626507161,0.6563147,-0.986360612,1,18351.429
G24000504211021006,49,77000,928.6530612,70,2,1,0,0.040475914,0.626507161,0.6563147,-1,1,23496.95185
G24000504211021007,41,113500,1380.04878,71,1.646341463,1.292682927,0,0.111754128,0.620457061,0.77786194,-0.928143713,1,-6352.336789
G24000504211021008,37,117000,1318.324324,68.54054054,1.527027027,1.378378378,0,0.10200745,0.635337037,0.818868558,-0.907104709,1,-6850.941428
G24000504211021011,45,110000,1388.844444,67.55555556,1.511111111,1.577777778,0,0.113143019,0.641296295,0.824338624,-0.858150366,1,-32740.16717
G24000504211021013,83,120000,1357.638554,71.3253012,1.518072289,1.228915663,0,0.108215413,0.618488957,0.82194617,-0.943799149,1,2804.300417
G24000504211021015,34,127450,1316,71,1.514705882,1.529411765,0,0.101640424,0.620457061,0.823103154,-0.870024657,1,-3187.33957
G24000504211022000,33,71000,1121.424242,78.78787879,1.818181818,1.272727273,0,0.070915692,0.573339616,0.718802936,-0.933043005,1,-13723.54752
G24000504211022004,32,86500,1197.625,87,2,1.3125,0,0.08294827,0.523655462,0.6563147,-0.923278443,1,3231.162341
G24000504211022020,31,78000,929.0322581,71,2,1.129032258,0,0.040535792,0.620457061,0.6563147,-0.968321422,1,17927.31379
G24000504211022021,45,75900,935.8222222,70,2,1.066666667,0,0.04160797,0.626507161,0.6563147,-0.983632735,1,17974.71487
G24000504211022039,58,83597,928.8275862,69.03448276,2,1.051724138,0,0.040503473,0.632348637,0.6563147,-0.98730126,1,26440.33482
G24000504211022042,76,74250,958.8421053,69.14473684,2,1.039473684,0,0.045242954,0.631681589,0.6563147,-0.990308856,1,15099.07826
G24000504211022045,34,74731.5,952.4705882,70,2,1,0,0.044236851,0.626507161,0.6563147,-1,1,19032.31144
G24000504211022046,67,78000,927.3134328,70,2,1.059701493,0,0.040264379,0.626507161,0.6563147,-0.985342747,1,21252.24423
G24000504212001008,95,85000,1054.463158,77.67368421,1.389473684,1.368421053,0,0.060342117,0.580080605,0.86614362,-0.909549322,1,-10639.62894
G24000504212001010,180,123500,1368.877778,69.98333333,1.536111111,1.555555556,0,0.109990157,0.626607996,0.815746492,-0.863606121,1,-13703.17602
G24000504212001011,41,99900,1050.04878,78.56097561,1.231707317,1.43902439,0,0.05964506,0.574712403,0.920365601,-0.892215569,1,-2651.84005
G24000504212001015,47,118000,1253.234043,66.5106383,1.446808511,1.361702128,0,0.091729286,0.647618149,0.846438483,-0.911198879,1,-2453.058094
G24000504212001016,86,99200,1207.174419,78.43023256,1.36627907,1.302325581,0,0.084456183,0.575503412,0.874115268,-0.925776354,1,-6815.668373
